Real_NO2,Real_NOx,Real_O3
7.04,7.63,54.54
6.16,6.5,54.68
5.53,6.14,54.82
6.01,6.62,54.54
6.79,7.38,52.81
4.49,4.57,57.6
3.81,3.88,59.69
3.52,3.9,59.05
3.5,3.78,59.34
3.48,3.67,59.63
2.93,3.19,60.85
2.75,2.91,61.87
2.7,2.54,63.36
2.93,2.98,63.84
3.36,3.74,62.06
3.79,4.49,60.29
4.32,5.22,60.11
4.42,5.32,60.8
5.68,6.69,61.07
7.73,9.35,59.87
10.92,14.15,56.9
15.95,22.05,51.83
11.86,14.9,55.72
10.56,12.87,57.8
7.34,8.74,65.78
8.17,9.43,77.24
7.59,9.12,79.66
10.33,12.93,74.98
13.84,17.12,72.16
8.07,9.56,76.73
6.41,7.9,77.81
5.53,6.64,78.16
4.93,6.12,79.07
5.49,6.6,83.28
5.89,7.42,84.34
7.67,8.97,80.05
13.81,15.43,77.03
10.44,11.95,80.69
12.45,14.29,78.19
13.33,15.09,75.16
10.23,11.72,75.0
9.6,10.82,72.9
10.23,11.59,70.25
7.34,8.76,72.0
7.25,7.92,74.18
6.52,7.48,71.96
4.67,5.72,74.54
3.1,3.96,75.18
4.19,5.09,73.3
3.14,3.58,72.1
2.75,3.42,71.55
2.24,2.93,71.68
2.95,3.69,71.5
2.58,3.48,72.08
2.24,2.6,73.59
1.82,2.51,73.8
2.12,2.7,75.27
1.47,2.1,74.23
0.9,1.59,73.84
0.82,1.53,73.46
1.7,2.51,71.49
1.91,2.45,72.26
1.49,1.74,70.05
1.11,2.01,69.21
1.06,1.6,68.93
1.01,1.2,68.65
2.01,2.24,67.21
3.9,4.11,66.15
2.66,2.81,64.96
3.92,4.51,66.31
5.39,5.72,69.39
4.11,4.48,72.23
3.67,4.26,74.46
2.24,2.68,77.24
3.9,4.55,73.04
4.25,5.14,74.98
2.18,2.85,81.52
3.21,3.98,81.75
4.19,5.01,77.81
3.16,3.9,78.16
2.56,3.29,79.07
2.62,3.44,79.21
2.87,3.73,79.76
3.67,4.65,79.37
3.5,4.38,78.67
3.79,4.49,77.37
4.02,4.84,75.98
3.17,3.17,76.61
4.4,5.3,74.9
4.07,4.95,74.46
4.53,5.53,73.68
4.04,4.34,73.82
3.84,4.55,73.44
3.25,3.88,76.04
3.04,3.75,76.7
3.19,3.71,75.18
3.73,3.58,73.3
3.14,3.54,72.1
3.61,4.09,71.55
3.33,3.84,71.68
3.12,3.39,71.5
2.03,2.01,72.08
1.53,1.68,73.59
1.63,1.59,73.8
1.2,1.63,75.27
1.26,1.66,74.23
0.82,1.3,74.27
1.11,1.11,73.46
1.01,1.34,72.86
1.26,1.42,72.26
1.89,2.16,70.05
1.8,1.61,69.21
1.63,1.93,69.14
2.22,2.43,68.65
2.2,2.24,67.4
2.18,2.05,66.15
1.84,1.76,64.96
3.84,3.84,66.31
3.23,3.21,69.39
3.23,3.25,72.23
3.46,3.17,75.33
4.26,4.25,77.24
3.37,3.37,79.74
3.27,3.39,80.95
4.7,5.6,81.52
5.45,6.58,76.73
5.37,6.64,77.81
4.0,4.82,78.16
15.77,22.01,66.48
15.34,20.64,52.13
8.17,8.74,78.93
3.82,3.86,80.05
6.31,6.96,80.62
4.61,4.78,80.69
6.08,6.27,76.79
4.74,4.88,78.61
5.26,5.55,80.11
3.25,3.25,81.08
7.04,7.27,77.41
6.9,6.64,77.67
6.12,5.85,78.72
6.08,6.18,76.97
5.09,5.03,75.87
4.42,4.26,74.08
4.63,4.44,73.3
2.91,2.56,72.1
2.68,2.47,71.55
2.89,2.73,71.68
2.93,2.77,71.5
2.33,1.99,72.08
1.28,0.94,73.59
1.24,1.07,73.8
0.98,0.69,74.02
1.22,0.86,74.23
1.32,1.01,74.27
1.13,0.84,73.46
1.74,1.51,71.49
3.19,3.29,72.26
3.4,3.46,70.74
3.61,3.63,69.21
2.68,2.68,69.14
2.98,3.17,68.65
3.31,3.12,67.21
4.61,4.65,66.15
4.69,5.07,64.96
5.66,6.37,66.31
7.19,8.2,69.39
7.21,7.98,69.82
4.93,5.68,71.13
5.05,6.16,72.52
4.99,5.89,73.04
4.78,6.14,73.6
4.4,5.97,73.76
4.23,5.36,73.98
3.4,4.4,74.68
3.71,4.69,73.5
3.75,5.07,73.56
4.57,6.02,73.3
5.41,6.73,72.6
6.1,7.98,72.76
6.25,7.52,73.1
8.19,9.47,71.15
8.7,9.66,70.53
7.54,8.09,72.1
6.2,6.41,73.64
4.15,4.25,73.58
3.86,4.05,74.02
4.25,4.11,73.6
5.03,4.69,72.12
2.6,2.79,72.8
2.47,2.24,72.42
2.83,2.83,71.94
4.59,4.61,71.71
3.31,3.58,72.1
4.36,4.09,69.27
3.81,3.61,67.28
3.08,2.79,67.77
2.31,2.33,71.6
1.78,1.42,72.83
1.99,1.99,68.43
1.72,1.45,73.55
1.7,1.42,74.08
2.3,2.43,70.26
2.51,2.24,66.43
2.91,2.43,66.22
3.63,3.33,62.55
5.41,5.39,58.87
7.5,7.78,58.49
5.56,5.98,63.57
3.63,4.17,68.65
3.08,3.67,67.21
3.33,4.17,66.15
4.63,5.2,64.96
5.85,6.88,66.31
6.14,7.42,69.39
5.76,7.02,72.23
6.92,8.28,75.33
7.76,8.99,76.34
8.2,9.96,78.87
5.49,6.96,74.98
3.9,5.11,81.52
4.09,5.41,81.75
3.12,3.86,82.38
3.9,5.34,78.16
3.88,5.18,79.07
4.44,6.14,79.21
4.69,6.41,79.76
4.07,5.51,80.05
4.42,5.64,80.62
3.65,4.49,80.69
4.65,5.39,80.53
4.13,4.65,80.82
4.36,5.22,79.13
5.36,5.72,77.31
4.13,4.67,78.37
3.84,4.34,78.43
3.61,3.98,78.72
3.71,4.3,76.97
4.8,5.36,75.86
4.11,4.69,75.18
4.46,4.8,73.3
4.26,4.7,72.1
4.61,5.36,71.55
4.46,4.99,67.99
4.23,4.8,68.41
3.14,3.73,68.84
3.0,3.56,68.11
2.73,3.33,73.8
2.98,3.69,73.55
3.0,3.39,74.23
2.81,3.27,74.27
2.26,2.85,72.09
2.24,2.64,68.42
2.24,2.51,64.75
2.75,3.08,64.27
3.39,4.0,62.78
3.61,3.9,60.85
3.73,4.25,60.8
4.24,4.8,63.48
4.74,5.36,66.15
5.78,6.04,64.96
9.45,10.29,63.84
7.48,8.57,64.76
6.88,7.65,65.0
6.14,6.71,65.6
5.14,5.99,67.39
4.07,4.32,68.91
4.53,5.16,69.57
3.58,4.21,72.0
3.08,3.73,74.3
3.37,4.25,76.12
4.11,6.62,75.92
2.66,3.31,78.21
2.87,3.33,78.51
4.49,4.59,78.83
3.37,3.84,80.05
4.07,4.59,78.63
3.84,4.26,79.35
4.65,4.9,78.19
4.07,4.07,78.13
4.92,4.99,79.11
6.96,7.11,74.56
5.49,5.36,75.46
5.03,5.07,76.24
4.38,4.28,75.84
3.16,3.31,76.97
3.37,3.52,76.7
2.37,2.35,75.18
2.2,2.01,73.3
1.47,1.22,72.1
2.43,2.28,71.55
1.76,1.63,71.68
2.58,2.33,71.5
1.49,1.05,72.08
1.93,1.72,73.59
1.84,1.64,73.8
1.66,1.07,74.02
1.76,1.34,74.23
1.74,1.63,74.27
1.64,1.45,73.46
1.09,0.82,71.49
1.09,0.98,72.26
2.74,2.84,70.74
4.4,4.7,69.21
4.0,4.65,69.14
4.4,5.03,68.65
4.84,5.83,67.21
6.23,7.44,66.15
11.07,12.93,64.96
19.07,22.36,57.36
16.91,19.62,60.35
15.09,18.35,63.84
13.28,17.08,69.01
11.46,15.82,61.39
9.64,14.55,67.65
5.95,7.55,72.6
5.91,7.32,70.79
5.24,7.32,73.08
3.37,4.86,77.81
3.35,4.49,78.16
4.38,5.87,76.93
3.81,5.13,79.21
6.67,8.01,76.79
4.34,5.64,78.17
5.39,6.81,77.23
5.81,7.71,76.81
4.51,5.47,79.13
5.09,6.04,76.16
4.15,4.9,80.99
4.13,5.07,81.08
4.88,5.72,80.72
5.09,5.45,79.41
4.53,5.36,76.58
5.07,5.78,76.97
4.84,5.36,76.7
4.25,5.18,75.18
5.72,6.31,73.3
4.48,5.13,72.1
5.14,5.87,71.55
3.77,4.65,71.68
3.33,4.26,71.5
2.98,3.48,72.08
2.01,2.85,73.59
1.76,2.49,72.88
1.66,2.39,68.3
1.51,2.12,66.89
2.12,2.82,66.26
2.72,3.52,65.64
3.23,4.02,59.21
3.67,4.36,61.05
3.65,3.94,63.02
3.92,4.63,61.99
5.08,5.34,61.4
6.25,6.06,60.8
8.66,8.64,62.41
12.57,13.08,60.54
14.71,15.47,62.09
15.57,16.91,64.78
14.02,15.17,67.22
13.27,15.09,68.31
10.84,12.13,70.99
10.35,12.14,72.36
7.13,8.64,73.04
5.32,6.29,80.95
3.25,4.05,81.52
3.75,4.67,81.75
4.61,6.02,81.66
3.63,4.63,82.7
4.67,6.1,79.07
3.86,4.86,79.21
5.55,7.1,79.76
5.97,7.06,79.17
6.04,7.11,79.69
6.01,6.87,78.83
9.18,10.04,75.1
7.73,8.24,75.22
9.07,9.31,72.14
8.74,8.74,72.16
8.15,8.45,73.02
8.47,8.78,73.08
8.84,8.61,72.2
7.54,7.54,72.5
7.04,7.19,71.27
6.62,6.9,72.28
8.57,8.78,71.51
6.16,6.5,72.1
4.99,5.14,71.55
4.53,4.65,71.68
4.44,4.48,71.5
3.02,2.62,72.08
3.29,2.87,72.83
2.89,2.96,73.8
2.72,2.68,75.27
1.93,1.91,74.23
2.16,2.16,72.53
1.99,2.07,73.46
1.74,1.82,72.86
1.76,1.68,72.26
1.93,1.63,70.05
1.91,2.1,69.21
3.48,3.23,69.14
3.5,3.56,68.65
3.51,3.66,67.4
3.52,3.77,66.15
3.23,3.31,64.96
3.77,4.21,66.31
3.65,4.11,69.39
5.09,6.04,69.82
4.07,4.9,71.13
4.13,4.59,72.52
4.76,5.68,71.55
4.76,6.35,71.51
4.63,5.51,72.76
4.59,5.79,72.62
5.43,6.62,71.03
6.2,7.44,70.17
7.54,9.39,68.99
7.48,9.14,68.53
8.01,9.47,67.81
7.86,8.74,66.82
7.82,8.57,66.44
8.15,9.1,65.62
9.51,10.84,63.12
8.93,9.73,64.12
9.28,9.94,63.84
8.45,9.37,64.78
8.24,8.87,65.34
7.99,8.22,66.26
7.8,8.59,65.6
8.05,8.45,64.7
8.07,8.68,64.44
7.54,7.61,64.62
7.92,8.36,63.26
7.99,8.3,61.25
9.07,9.31,60.35
8.55,8.93,61.25
8.09,8.07,62.35
8.07,8.32,61.75
8.47,8.97,61.67
8.34,8.22,61.05
7.71,7.77,61.69
7.13,7.48,62.33
6.52,6.45,63.2
5.97,6.14,63.44
5.78,5.89,62.68
5.41,5.58,62.17
5.23,5.2,61.37
5.05,4.82,60.57
5.53,5.57,59.05
5.72,5.87,57.86
6.25,6.2,57.0
5.97,5.99,56.2
6.39,6.39,54.94
6.73,6.73,54.12
6.79,6.67,54.88
6.25,6.62,55.68
6.94,7.25,55.38
7.1,7.34,56.1
8.49,9.01,53.09
8.85,9.24,51.17
9.07,9.56,49.05
8.64,9.29,47.82
10.33,11.49,44.52
11.48,13.23,41.53
10.9,12.66,40.97
11.0,12.91,41.11
11.46,13.06,40.51
11.91,13.41,39.83
11.44,12.14,40.49
10.29,11.3,41.43
11.19,11.93,40.53
12.3,13.88,39.57
11.9,13.02,40.25
12.05,13.41,39.97
10.44,11.17,41.77
10.4,11.26,42.07
9.91,10.42,42.61
8.49,9.2,44.3
8.4,8.91,50.39
8.07,8.36,50.67
7.86,8.22,51.57
8.93,9.22,50.89
9.51,9.62,51.41
7.71,7.88,53.94
7.4,7.44,54.04
7.06,6.66,54.62
7.23,6.94,54.16
6.46,6.66,54.14
6.73,6.71,52.67
6.81,6.88,51.79
5.66,5.62,55.38
5.18,5.16,58.97
4.97,4.84,60.53
4.84,4.32,60.79
4.7,4.78,60.61
4.95,4.78,60.17
5.56,5.58,60.48
6.16,6.39,60.8
8.4,9.29,59.41
10.52,11.49,57.44
14.42,16.26,54.02
18.65,21.78,49.99
16.77,19.45,51.81
15.19,17.88,51.93
12.68,14.59,54.5
11.84,13.23,54.58
12.74,14.75,53.9
13.71,15.99,52.87
13.84,18.44,51.19
13.78,16.93,52.69
13.09,16.87,52.93
11.96,15.97,51.65
9.83,11.9,55.54
10.63,12.47,55.12
13.02,14.8,53.6
13.68,18.03,52.25
9.68,11.7,63.84
8.53,10.21,70.91
6.31,7.0,71.94
6.35,7.34,71.17
6.04,7.02,72.08
6.08,7.21,72.78
5.43,6.54,78.45
5.95,6.54,75.6
4.67,5.62,77.65
3.58,3.86,76.97
3.4,4.13,76.7
3.14,3.5,75.18
2.95,3.16,73.3
2.51,2.35,72.1
2.73,3.08,71.55
2.41,2.6,71.68
3.0,3.1,71.5
3.23,3.56,72.08
3.25,3.31,73.59
3.61,3.94,73.8
3.42,3.5,75.27
3.37,3.29,74.23
3.44,3.56,74.27
3.44,3.46,73.46
3.44,3.44,69.1
3.25,3.33,64.75
2.93,3.06,64.27
8.82,8.76,61.27
4.23,4.48,60.85
3.96,3.81,68.65
4.03,4.11,67.4
4.09,4.4,66.15
5.11,5.51,64.96
6.02,6.9,66.31
6.69,7.44,69.39
7.36,8.19,72.23
4.4,4.82,75.33
6.31,7.0,72.52
5.24,6.06,73.04
5.99,6.66,74.98
4.99,5.55,75.86
6.08,7.42,76.73
4.32,5.3,77.81
3.81,4.8,78.16
3.37,4.0,79.07
3.94,4.93,79.21
5.7,6.62,79.76
7.1,8.28,79.71
6.92,8.13,80.05
7.86,9.18,78.75
9.07,10.33,75.82
9.31,10.48,74.52
10.23,11.17,70.69
8.11,9.03,71.37
6.1,7.15,71.33
7.4,8.3,68.39
5.99,6.46,69.55
6.18,6.83,69.07
5.39,5.28,67.73
5.41,5.64,65.82
6.45,6.9,63.9
6.04,6.43,63.56
5.6,5.7,66.56
4.15,4.46,71.68
3.9,3.88,71.5
3.48,3.42,72.08
2.77,2.52,73.59
2.77,2.64,73.8
1.42,1.38,74.02
1.49,0.94,74.23
1.26,0.94,74.27
1.84,1.74,73.46
1.95,1.91,71.49
2.12,1.86,72.26
2.63,2.41,70.74
3.14,2.96,69.21
4.44,4.57,69.14
5.79,5.91,60.8
7.08,7.67,62.41
11.07,12.22,60.54
19.58,22.85,53.94
18.19,20.9,53.66
19.73,30.73,42.55
18.0,26.62,48.02
16.21,23.41,46.84
15.5,21.65,49.21
16.26,21.46,50.87
13.71,18.93,54.7
13.27,18.86,55.68
13.78,20.3,55.34
12.97,16.64,65.78
11.74,14.23,68.77
10.75,12.58,67.41
8.97,10.79,73.1
9.18,10.84,75.62
11.23,13.08,71.45
14.38,17.05,64.38
18.33,16.97,61.53
14.25,16.46,66.24
12.37,14.06,73.9
13.2,14.94,70.99
16.78,21.19,59.17
13.31,14.48,60.87
14.17,15.99,56.76
13.09,16.18,54.58
12.97,15.49,54.56
10.33,11.38,64.86
5.85,6.12,72.16
5.11,5.72,72.44
4.65,5.07,72.1
4.26,4.46,71.55
2.89,3.25,71.68
3.71,3.79,71.5
2.54,2.64,72.08
3.02,3.08,73.59
1.7,1.7,73.8
1.8,1.66,75.27
2.31,2.16,72.79
4.93,5.09,64.0
3.65,3.42,55.22
2.98,2.81,57.24
2.43,2.2,58.77
2.35,2.62,58.25
1.99,1.72,61.87
1.99,1.99,65.26
1.99,2.26,68.65
2.51,2.98,67.21
3.29,3.71,66.15
4.05,4.72,64.96
6.64,7.98,66.31
8.55,9.7,69.39
11.8,13.94,64.7
9.12,10.63,63.46
7.36,9.41,65.6
5.51,7.23,69.35
6.2,7.71,68.99
5.22,6.85,69.13
4.02,5.11,70.05
4.0,5.14,74.68
4.59,5.97,78.16
3.54,4.72,83.76
4.09,5.53,79.21
3.67,4.36,79.76
5.03,6.31,80.05
4.51,5.22,80.29
4.02,4.4,80.37
4.42,5.18,80.53
3.67,4.36,80.82
3.86,4.34,80.31
5.03,5.58,79.35
4.21,4.34,80.72
3.67,4.11,82.49
3.1,3.25,81.28
2.51,2.43,79.94
2.39,2.66,76.7
2.08,2.37,75.18
2.73,3.12,73.3
1.7,2.14,72.1
1.51,2.03,71.55
1.95,1.99,71.68
1.24,1.49,71.5
1.19,1.28,72.08
0.75,0.94,73.59
0.75,0.8,73.8
0.48,0.67,75.27
0.25,0.52,74.23
0.23,0.54,74.27
0.46,0.61,73.46
0.64,0.98,72.86
0.82,1.34,72.26
0.54,1.51,70.05
0.73,1.19,69.21
1.17,1.57,69.14
1.87,2.14,68.65
2.75,2.88,67.4
3.63,3.61,66.15
7.52,8.13,64.96
8.74,9.12,66.31
8.87,9.51,69.39
7.06,7.21,72.23
6.54,7.27,75.33
6.77,8.07,76.34
8.09,9.89,73.04
7.8,8.85,74.08
8.85,9.94,71.37
9.52,10.63,69.43
12.57,14.84,65.4
11.96,15.97,63.26
12.1,15.24,63.16
12.17,16.58,58.91
11.38,13.1,60.21
9.91,11.95,62.66
6.87,7.9,77.85
7.46,8.34,78.03
7.82,8.41,74.98
12.03,13.27,73.24
6.06,7.02,80.01
5.37,5.62,78.99
6.81,8.19,74.52
6.69,7.02,70.77
7.08,7.38,67.47
7.78,7.75,65.28
10.69,10.81,61.73
10.08,10.04,63.68
8.24,8.26,65.8
5.09,5.09,72.1
4.65,4.26,71.55
5.11,4.72,71.68
2.83,2.62,71.5
2.64,2.28,72.08
4.59,4.07,73.59
3.77,3.44,73.8
3.94,3.37,74.02
3.46,2.91,74.23
3.44,3.02,74.27
2.89,2.28,73.46
3.44,3.1,71.49
2.07,1.4,72.26
1.69,1.44,70.74
1.32,1.49,69.21
2.28,1.84,69.14
2.01,2.08,68.65
2.45,2.28,67.21
3.37,3.42,66.15
2.43,2.56,64.96
3.77,4.05,66.31
3.69,3.96,69.39
5.16,5.57,66.86
5.64,6.67,65.74
5.2,6.12,67.81
4.28,4.72,70.95
4.05,4.84,72.9
2.96,3.48,75.68
3.06,3.61,75.78
3.56,4.49,75.58
3.02,3.52,78.16
2.72,2.96,79.07
3.35,3.9,79.21
3.33,3.6,79.76
4.04,4.46,80.05
5.62,6.69,79.91
4.9,5.81,80.35
3.73,4.23,80.03
3.48,3.77,80.82
5.01,5.68,79.15
4.78,5.26,79.91
4.7,5.28,79.59
3.6,3.65,82.26
4.84,5.24,78.72
3.81,3.96,79.94
3.9,4.0,76.7
3.19,3.44,75.18
3.63,3.94,73.3
2.37,2.54,72.1
3.25,3.44,71.55
2.75,2.51,71.68
2.7,2.56,71.5
2.35,2.2,72.08
2.1,2.3,73.59
2.1,2.01,73.8
2.31,2.16,75.27
4.65,4.65,74.23
4.92,4.93,73.84
3.21,3.44,73.46
2.6,2.7,71.49
1.95,2.01,72.26
1.97,1.87,70.05
3.1,3.04,69.21
3.13,3.01,68.93
3.16,2.98,68.65
4.57,4.69,67.21
4.74,5.01,66.15
4.8,4.72,64.96
4.84,5.13,62.76
9.89,11.42,57.3
12.35,13.94,54.4
7.71,8.99,60.11
8.32,9.89,60.57
8.57,9.98,62.88
5.47,6.69,65.38
4.69,5.85,66.94
4.9,6.02,68.53
5.05,6.16,70.45
6.08,7.04,69.15
5.57,6.6,69.63
5.76,6.88,69.75
4.69,5.53,73.02
4.65,5.45,74.58
6.18,7.25,71.51
6.81,7.84,67.75
7.61,8.49,63.9
10.48,11.8,59.51
12.16,13.37,55.96
10.75,11.69,58.02
9.03,9.77,60.99
4.65,4.76,79.85
4.25,4.51,81.28
3.67,3.84,79.94
3.35,3.75,76.7
3.73,4.07,75.18
4.23,4.0,73.3
5.37,5.32,72.1
5.85,6.01,71.55
4.05,4.46,71.68
3.1,3.1,71.5
2.43,2.35,72.08
2.54,2.51,73.59
1.49,1.57,73.8
2.89,3.02,75.27
2.73,2.83,74.23
1.28,0.71,74.27
1.43,1.4,73.46
1.26,1.24,72.86
1.28,1.45,72.26
1.61,1.51,70.05
2.56,2.6,69.21
2.24,2.05,68.38
3.54,3.69,60.8
4.96,5.45,60.54
6.39,7.21,60.29
7.67,8.59,59.71
7.98,8.68,62.35
6.92,7.67,65.1
7.31,7.96,69.82
5.74,6.37,75.33
4.44,4.99,77.24
5.3,5.85,79.74
4.32,4.97,80.95
5.2,6.39,81.52
3.65,4.72,81.75
4.9,6.33,82.38
3.96,5.36,83.32
5.03,6.46,83.76
4.65,6.04,83.41
5.22,7.06,84.71
5.18,6.85,85.91
5.76,7.42,85.11
5.13,6.29,80.69
4.9,5.36,80.53
4.63,5.28,80.82
4.09,4.55,75.86
4.21,4.67,70.79
3.81,4.7,69.59
3.71,4.09,70.19
3.94,4.28,69.33
5.03,5.89,69.35
5.49,5.7,67.79
7.32,7.73,63.42
7.42,7.57,63.24
7.63,7.78,63.24
7.55,7.69,64.9
6.64,7.17,66.18
5.16,5.24,67.35
5.53,5.57,66.16
4.61,4.76,67.14
3.61,3.58,68.43
3.81,4.07,67.66
3.25,3.4,66.89
2.75,2.68,67.58
2.35,2.3,66.43
2.7,2.7,67.16
2.41,2.49,64.75
3.24,3.07,66.94
4.07,3.65,69.12
11.8,11.76,60.85
8.89,8.8,60.8
11.34,11.38,62.05
8.7,9.08,60.54
7.98,8.26,64.96
20.22,33.53,47.22
37.51,70.32,13.55
32.42,66.71,10.04
27.01,47.6,25.62
18.93,29.94,30.0
16.26,24.86,49.51
13.71,18.86,60.59
13.04,15.97,63.46
8.82,10.82,67.79
8.84,10.84,65.0
11.21,14.17,57.66
12.1,15.11,55.7
12.17,16.58,54.82
13.38,16.58,56.9
10.17,11.8,62.57
9.28,11.32,66.64
7.38,8.17,70.27
10.02,11.59,70.03
9.29,10.65,70.29
6.37,7.23,71.96
5.72,6.25,70.91
6.1,6.75,68.63
5.97,6.2,67.41
7.46,7.55,63.58
10.96,11.53,58.19
9.2,9.01,56.96
4.67,4.53,72.08
2.43,2.2,73.3
1.97,1.74,72.1
1.61,1.66,71.55
1.43,1.24,71.68
2.01,1.89,71.5
1.57,1.38,72.08
2.41,2.31,73.59
1.61,1.2,73.8
1.11,0.88,75.27
0.73,0.46,74.23
0.77,0.59,73.84
0.77,0.69,73.46
0.77,0.77,71.49
0.67,0.1,72.26
0.88,0.63,70.05
1.4,1.01,69.21
2.16,2.03,68.93
2.91,3.04,68.65
3.06,3.44,67.21
6.83,7.42,66.15
6.06,6.41,64.96
6.71,7.31,66.31
8.36,9.24,69.39
7.61,8.91,72.23
6.23,7.63,74.46
5.79,7.73,72.52
4.26,5.41,73.04
4.15,5.13,74.98
3.5,4.44,75.86
2.91,3.96,81.05
2.91,3.84,77.81
3.61,4.8,78.16
4.49,6.16,77.63
4.51,5.95,77.65
5.22,7.11,77.59
5.34,7.42,77.39
5.85,8.95,77.57
5.57,7.88,78.55
5.7,6.85,78.65
6.79,7.9,76.91
6.83,7.96,76.44
5.45,6.5,77.37
4.97,5.32,77.43
4.38,4.93,77.93
4.05,4.61,78.17
3.79,4.25,79.47
3.75,4.13,76.7
3.56,3.98,75.18
3.67,4.34,73.3
3.79,4.05,72.1
4.32,4.59,71.55
3.79,3.96,71.68
4.28,4.63,71.5
4.88,5.16,72.08
5.09,5.55,73.59
4.93,5.26,73.8
4.25,4.23,75.27
3.6,3.82,74.23
3.21,3.31,74.27
3.19,3.06,73.46
3.29,3.27,72.86
3.67,3.58,72.26
3.56,3.79,70.05
4.59,4.99,69.21
3.92,4.23,69.14
2.7,2.49,68.65
7.7,7.74,67.4
12.7,12.99,66.15
19.58,22.2,62.09
17.82,19.58,66.31
19.73,23.64,64.68
12.22,13.96,72.23
8.45,9.52,74.46
10.16,12.51,72.52
6.73,8.11,73.04
6.25,8.13,74.98
5.72,7.84,75.86
4.55,5.14,76.73
4.38,5.24,77.81
4.32,4.82,78.16
4.36,4.9,83.76
4.19,4.86,83.41
10.33,11.07,79.55
8.8,9.79,79.37
12.81,15.26,74.96
14.18,16.97,70.71
13.43,14.54,74.34
11.48,12.89,76.67
8.2,8.51,78.63
4.82,4.84,81.08
5.6,6.12,80.72
6.46,6.64,79.59
8.17,8.43,75.36
5.62,5.58,74.96
5.78,5.97,74.16
5.41,5.55,73.32
6.6,6.94,71.21
5.93,6.14,69.21
4.78,5.26,69.11
4.28,4.05,66.68
5.01,5.34,63.38
2.85,2.79,66.42
1.78,1.89,68.11
1.74,1.63,68.43
1.68,1.74,71.26
1.61,1.84,74.08
1.45,1.74,67.58
1.43,1.38,72.09
1.42,1.43,71.49
1.4,1.51,72.26
2.49,2.81,70.74
3.58,4.11,69.21
3.65,3.96,69.14
4.84,5.45,68.65
6.25,7.04,66.17
7.55,8.7,66.15
8.87,10.21,64.96
10.1,11.69,66.31
9.79,11.65,67.22
8.68,10.27,69.82
5.34,6.66,75.33
6.14,7.48,72.52
5.22,6.29,78.87
4.38,5.76,80.95
4.05,5.62,81.52
3.77,5.18,81.05
3.35,3.96,77.81
3.08,4.17,83.32
2.6,3.48,83.76
3.94,5.28,83.41
3.84,4.92,84.71
3.81,5.09,80.05
5.16,7.04,80.62
5.43,6.9,80.69
5.72,7.06,80.29
5.83,7.11,80.05
11.9,15.13,72.6
11.4,13.31,72.26
6.1,7.0,76.56
20.64,22.46,54.8
7.1,7.78,71.45
8.76,9.56,67.39
12.02,18.7,60.03
8.89,10.29,66.2
7.76,8.41,66.54
9.58,10.0,64.74
9.29,10.12,63.72
10.45,11.83,55.34
9.35,9.73,62.51
10.28,11.33,56.8
9.34,9.84,62.92
8.37,9.35,61.01
7.71,7.77,61.81
7.5,7.79,60.47
7.83,8.16,58.94
7.13,7.54,57.4
7.16,7.54,53.15
8.46,8.54,51.77
8.39,8.62,48.52
9.51,9.62,48.16
9.48,9.68,44.94
9.45,9.75,41.71
8.38,8.68,43.89
10.38,10.71,39.53
13.92,14.23,34.41
20.22,25.63,22.37
19.73,30.73,25.21
18.0,31.66,27.04
16.21,23.41,35.74
18.93,29.94,30.53
16.26,24.86,34.03
13.71,19.7,54.06
13.54,19.54,60.01
6.08,7.99,73.72
5.43,7.21,74.32
3.9,4.93,78.16
5.51,7.65,75.12
3.21,4.59,79.17
3.44,4.13,78.69
3.35,4.53,77.43
3.92,4.59,78.25
4.93,5.79,78.75
4.69,5.41,79.27
6.39,7.13,77.13
10.37,11.36,72.16
16.78,17.88,62.88
15.38,21.84,46.26
20.64,22.46,37.9
19.14,20.62,47.78
18.0,18.52,35.82
18.2,18.89,35.48
20.73,21.49,41.15
11.88,14.09,45.26
11.17,12.32,46.56
11.15,12.2,49.17
10.45,11.83,46.02
10.25,11.54,44.68
10.28,11.33,46.5
15.1,15.71,45.24
14.99,15.36,43.77
7.71,7.77,48.22
7.5,7.79,46.62
7.83,8.16,42.13
11.6,12.34,43.29
7.16,7.54,47.54
8.22,8.22,51.79
6.64,6.79,53.35
6.45,6.39,53.64
6.62,6.79,54.28
6.52,6.69,53.86
7.56,7.48,50.96
8.59,8.26,48.06
9.58,9.72,50.03
8.99,9.2,51.49
10.56,11.76,50.93
12.18,14.55,49.83
11.02,13.66,51.57
8.8,11.09,54.64
7.98,10.67,55.68
7.61,10.54,55.98
8.13,11.02,57.3
8.11,11.4,58.41
8.99,12.7,58.95
8.36,11.61,61.27
6.64,9.18,65.6
6.01,7.98,69.11
5.51,7.23,72.34
5.68,7.04,72.78
6.48,7.75,69.29
7.36,8.84,64.54
8.05,9.35,64.62
8.07,9.22,64.48
8.64,9.41,63.16
9.94,10.25,60.25
10.54,11.34,57.04
10.21,10.96,57.74
10.46,10.79,58.47
10.5,10.86,58.19
9.6,9.94,59.05
10.54,10.84,58.61
11.88,13.35,55.96
11.17,12.03,53.54
11.05,11.13,53.23
9.03,9.01,56.42
7.94,7.88,59.09
7.11,6.83,59.09
6.6,6.31,58.97
7.11,6.88,57.56
7.27,6.96,55.66
7.5,7.63,53.76
6.67,6.37,54.5
5.24,4.9,55.06
4.97,5.01,55.3
