,NO2,NOX,O3
1929,5.39,5.78,65.72
1930,5.68,6.39,67.24
1931,5.26,5.55,69.23
1932,3.94,3.96,71.21
1933,3.81,3.86,71.29
1934,3.69,3.82,72.22
1935,3.98,3.86,71.53
1936,3.71,3.35,70.71
1937,2.93,2.72,71.25
1938,3.37,3.29,70.05
1939,2.49,2.33,70.53
1940,2.83,2.56,69.81
1941,2.64,2.56,68.29
1942,2.75,2.54,67.89
1943,1.8,1.61,68.57
1944,2.37,2.01,67.59
1945,1.99,1.84,68.19
1946,2.26,2.12,67.28
1947,1.72,1.26,67.41
1948,1.55,1.36,66.64
1949,1.57,1.38,67.75
1950,1.19,0.5,68.3
1951,2.64,2.28,65.76
1952,1.72,1.49,67.58
1953,0.75,0.33,73.46
1954,1.26,0.8,72.86
1955,2.66,2.39,72.26
1956,1.45,1.01,70.05
1957,2.52,2.24,69.21
1958,1.76,1.64,69.14
1959,3.46,3.14,68.65
1960,5.22,5.64,67.4
1961,6.98,8.15,66.15
1962,11.72,13.31,64.96
1963,16.72,18.9,64.3
1964,13.02,14.55,66.64
1965,18.0,20.33,60.17
1966,14.4,16.37,63.82
1967,13.35,15.82,65.22
1968,14.78,17.61,62.51
1969,12.39,15.76,64.72
1970,9.85,12.45,70.03
1971,7.59,10.1,76.73
1972,6.98,9.66,77.81
1973,8.34,11.32,78.16
1974,6.9,9.12,79.07
1975,5.95,7.8,79.21
1976,5.91,7.61,79.76
1977,5.93,7.73,80.05
1978,5.97,7.11,80.62
1979,5.93,6.94,80.69
1980,8.99,10.1,75.54
1981,7.0,7.92,73.48
1982,5.68,7.0,75.86
1983,5.64,6.94,75.3
1984,9.18,10.54,69.79
1985,7.02,8.15,68.75
1986,8.07,9.16,60.41
1987,6.45,7.73,52.45
1988,6.62,7.84,48.0
1989,4.42,5.55,49.31
1990,4.69,5.91,48.52
1991,4.09,4.86,49.71
1992,4.59,5.64,49.49
1993,2.85,3.71,54.82
1994,2.49,3.12,61.31
1995,1.66,2.43,63.86
1996,1.38,2.26,64.38
1997,1.42,2.43,64.58
1998,1.28,1.99,64.87
1999,1.36,2.24,65.16
2000,1.68,2.52,63.4
2001,1.99,2.79,61.75
2002,1.64,2.83,60.93
2003,1.82,2.83,59.73
2004,2.41,2.9,58.58
2005,3.0,2.96,57.44
2006,3.27,3.14,56.96
2007,3.77,3.92,55.12
2008,3.21,3.0,56.26
2009,3.98,4.57,55.32
2010,3.82,4.34,55.46
2011,4.99,5.51,54.64
2012,5.16,5.62,53.62
2013,6.5,6.6,55.64
2014,5.81,6.02,58.0
2015,6.08,6.14,59.03
2016,7.1,7.96,59.17
2017,6.12,6.71,74.98
2018,6.41,6.9,75.86
2019,5.85,6.31,81.05
2020,4.19,4.76,81.66
2021,4.17,4.51,78.16
2022,4.7,5.07,78.29
2023,6.88,7.29,74.96
2024,6.33,6.81,75.38
2025,5.95,6.6,75.14
2026,6.94,7.84,74.06
2027,6.73,7.17,73.58
2028,7.29,7.78,73.08
2029,4.21,3.81,75.82
2030,4.46,4.55,76.46
2031,3.61,3.6,76.06
2032,3.52,3.46,74.76
2033,3.35,3.08,73.76
2034,3.39,3.17,74.26
2035,3.58,3.44,72.64
2036,3.98,3.86,71.07
2037,4.05,4.02,68.03
2038,4.26,4.32,68.01
2039,3.63,3.88,69.49
2040,3.63,3.39,71.55
2041,3.16,3.23,71.68
2042,3.0,2.98,71.5
2043,2.1,1.86,72.08
2044,2.28,2.08,73.59
2045,2.7,2.33,72.88
2046,2.72,2.43,68.3
2047,2.91,2.47,66.68
2048,2.85,2.39,66.56
2049,2.58,1.97,66.43
2050,1.99,1.55,67.16
2051,2.01,1.87,64.75
2052,2.3,2.24,64.27
2053,2.6,2.52,62.78
2054,2.85,2.88,61.79
2055,3.1,3.23,60.8
2056,2.51,2.96,66.17
2057,3.12,3.23,66.15
2058,3.14,3.81,64.96
2059,3.25,3.84,66.31
2060,3.04,3.58,69.39
2061,2.33,2.62,72.23
2062,2.1,2.39,75.33
2063,3.65,5.05,77.24
2064,2.64,3.58,79.74
2065,2.77,3.46,80.95
2066,2.41,3.54,81.52
2067,2.18,3.0,81.75
2068,2.56,3.17,82.38
2069,2.2,2.26,82.7
2070,1.97,2.01,83.36
2071,2.62,3.54,83.41
2072,2.43,3.06,79.76
2073,2.41,2.91,85.29
2074,2.3,2.6,85.11
2075,2.18,2.72,80.69
2076,2.05,2.51,85.41
2077,2.7,3.31,84.2
2078,3.21,4.0,80.99
2079,3.1,3.88,81.08
2080,2.96,3.4,80.72
2081,3.63,4.13,79.85
2082,3.0,3.23,81.28
2083,2.54,2.75,79.94
2084,2.14,2.51,76.7
2085,2.08,2.33,75.18
2086,1.59,1.95,73.3
2087,1.61,1.47,72.1
2088,2.43,2.72,71.55
2089,1.82,1.89,71.68
2090,1.53,1.74,71.5
2091,1.28,1.42,72.08
2092,1.15,0.84,73.59
2093,1.05,0.94,73.8
2094,1.05,1.11,73.55
2095,1.82,1.91,72.79
2096,1.01,1.22,74.27
2097,0.88,0.99,73.46
2098,0.8,0.55,72.86
2099,1.28,1.13,72.26
2100,2.1,2.54,70.05
2101,0.99,1.07,69.21
2102,1.97,1.93,69.14
2103,2.85,2.47,68.65
2104,5.35,5.47,67.4
2105,7.84,8.47,66.15
2106,7.4,8.82,64.96
2107,14.36,16.45,61.89
2108,15.72,17.44,61.59
2109,18.0,23.39,55.46
2110,16.21,23.41,51.41
2111,15.5,19.47,59.01
2112,14.86,18.03,60.25
2113,12.58,15.32,64.52
2114,10.77,13.56,67.22
2115,8.64,10.63,69.13
2116,5.22,6.71,73.78
2117,4.46,6.04,75.04
2118,3.67,4.84,77.15
2119,4.49,5.76,75.18
2120,5.43,6.85,73.9
2121,4.72,5.93,76.1
2122,6.39,7.88,75.2
2123,5.81,6.9,76.12
2124,6.6,7.67,76.85
2125,11.23,12.41,69.73
2126,12.64,14.0,67.89
2127,10.37,11.51,71.61
2128,11.13,12.24,69.15
2129,7.29,8.13,73.06
2130,7.19,7.63,73.72
2131,5.91,6.67,75.46
2132,6.27,7.1,74.62
2133,6.94,7.71,71.25
2134,5.03,5.74,72.0
2135,5.11,6.33,72.1
2136,3.48,4.0,71.55
2137,2.73,3.21,71.68
2138,3.14,3.61,71.5
2139,2.58,2.91,72.08
2140,2.73,3.02,72.83
2141,3.84,4.46,68.43
2142,4.21,4.34,67.66
2143,3.6,3.98,66.89
2144,3.98,4.48,65.56
2145,4.92,5.51,60.65
2146,4.38,4.97,58.39
2147,4.53,5.07,56.2
2148,4.07,4.76,55.91
2149,3.61,4.44,55.62
2150,2.87,3.46,58.61
2151,2.43,2.95,60.8
2152,2.73,3.52,62.35
2153,2.85,3.56,60.54
2154,2.7,3.23,62.09
2155,2.66,3.35,63.98
2156,3.0,3.73,64.6
2157,4.09,5.28,63.3
2158,3.08,4.05,64.32
2159,2.79,3.86,64.12
2160,2.41,3.29,64.2
2161,2.39,3.37,64.38
2162,2.39,3.58,65.3
2163,2.47,3.79,65.66
2164,2.91,4.15,65.6
2165,1.99,2.89,67.3
2166,1.95,2.91,70.11
2167,2.12,2.95,72.2
2168,1.87,3.08,75.36
2169,1.55,2.51,77.73
2170,1.28,2.22,80.62
2171,1.17,1.86,86.01
2172,1.17,1.99,85.41
2173,1.07,1.59,84.2
2174,0.88,1.72,85.87
2175,0.78,1.43,85.87
2176,0.94,1.57,80.72
2177,0.75,1.53,79.85
2178,0.88,1.53,81.28
2179,0.77,1.26,79.94
2180,0.78,1.47,76.7
2181,0.75,1.47,75.18
2182,0.61,1.51,73.3
2183,0.96,1.63,72.1
2184,0.8,1.26,71.55
2185,0.48,1.34,71.68
2186,0.88,1.59,71.5
2187,0.67,1.34,72.08
2188,0.67,1.43,73.59
2189,0.69,1.49,73.8
2190,0.36,1.24,75.27
2191,0.69,1.34,74.23
2192,0.48,0.98,73.84
2193,0.42,0.92,73.46
2194,0.44,1.13,71.49
2195,0.59,1.34,72.26
2196,0.65,1.32,70.05
2197,0.4,1.05,69.21
2198,0.4,0.74,68.93
2199,0.4,0.42,68.65
2200,0.33,0.46,67.21
2201,0.67,0.75,66.15
2202,0.54,0.94,64.96
2203,0.77,0.88,66.31
2204,0.78,0.99,69.39
2205,0.75,0.92,72.23
2206,1.03,1.36,75.33
2207,1.49,1.87,77.24
2208,1.84,2.39,78.87
2209,2.33,2.96,74.98
2210,1.78,2.18,75.86
2211,1.82,2.47,76.73
2212,2.01,2.72,77.81
2213,2.24,3.08,78.16
2214,2.98,3.98,79.07
2215,2.7,3.14,79.21
2216,2.68,3.48,79.76
2217,3.25,3.88,79.55
2218,3.21,3.84,79.15
2219,3.02,3.44,79.45
2220,6.23,7.13,75.2
2221,6.01,6.62,74.48
2222,6.66,7.1,73.42
2223,7.67,8.03,71.19
2224,9.68,10.17,67.85
2225,9.03,9.33,67.37
2226,11.34,11.67,65.16
2227,11.61,11.97,63.24
2228,10.21,10.38,64.14
2229,9.89,10.12,62.9
2230,11.88,14.09,48.91
2231,11.17,12.32,44.2
2232,11.15,12.2,46.58
2233,10.45,11.83,49.43
2234,10.25,11.54,51.01
2235,10.28,10.82,49.61
2236,8.17,8.4,51.55
2237,7.8,7.9,52.45
2238,7.55,7.77,50.89
2239,6.16,6.23,49.43
2240,4.92,4.95,52.81
2241,4.69,4.93,52.23
2242,4.97,5.05,52.21
2243,4.7,4.57,52.19
2244,5.6,6.16,51.13
2245,10.11,10.69,41.11
2246,6.64,7.65,46.24
2247,8.51,9.16,46.46
2248,14.23,15.91,43.28
2249,19.95,22.66,40.09
2250,19.58,28.37,41.29
2251,13.05,25.1,38.74
2252,6.53,21.82,36.18
2253,0.0,18.55,33.63
2254,12.99,18.86,45.18
2255,18.93,22.64,50.19
2256,16.26,24.84,51.49
2257,13.71,19.22,56.36
2258,13.84,18.34,58.23
2259,13.78,17.71,59.31
2260,13.09,17.1,63.08
2261,11.96,15.97,64.84
2262,12.1,15.45,67.99
2263,15.34,20.64,54.76
2264,13.38,17.5,65.1
2265,9.22,10.17,67.22
2266,9.05,10.29,66.48
2267,9.2,10.4,65.9
2268,9.7,10.33,64.2
2269,10.9,11.44,63.34
2270,16.25,16.87,57.26
2271,16.78,18.46,57.08
2272,14.63,15.3,58.05
2273,14.17,17.43,55.96
2274,13.09,17.23,56.94
2275,9.64,9.64,62.84
2276,8.13,8.26,61.77
2277,6.31,6.29,65.66
2278,8.84,9.39,60.61
2279,6.48,6.33,61.71
2280,5.43,5.49,61.93
2281,3.67,3.88,67.73
2282,3.4,3.71,66.84
2283,2.45,2.47,68.84
2284,2.3,2.35,68.11
2285,2.12,2.08,73.8
2286,1.66,1.7,74.02
2287,1.91,1.87,74.23
2288,1.15,1.03,74.27
2289,0.8,0.73,73.46
2290,0.71,0.65,71.49
2291,0.92,0.65,72.26
2292,1.07,1.03,70.74
2293,1.22,1.42,69.21
2294,1.91,2.12,69.14
2295,2.7,2.79,68.65
2296,4.17,4.57,67.21
2297,7.92,8.63,66.15
2298,8.72,9.2,64.96
2299,18.4,20.25,63.48
2300,37.51,30.73,34.81
2301,32.42,31.66,33.13
2302,16.21,23.37,53.35
2303,18.58,21.53,54.64
2304,12.79,14.48,58.15
2305,12.62,14.94,56.24
2306,12.45,16.58,54.86
2307,13.78,17.44,53.37
2308,14.91,20.59,50.25
2309,9.81,11.59,70.11
2310,7.84,9.43,79.07
2311,5.09,5.72,83.41
2312,4.25,5.05,84.71
2313,3.54,3.84,80.05
2314,3.58,4.51,80.62
2315,4.02,4.72,80.69
2316,3.52,4.13,80.53
2317,5.05,5.99,78.11
2318,7.02,8.03,70.73
2319,7.54,8.64,69.51
2320,7.21,8.17,72.2
2321,4.8,5.34,72.8
2322,5.62,6.06,71.27
2323,4.93,5.2,69.79
2324,5.53,5.62,67.24
2325,5.32,5.37,67.85
2326,5.93,6.25,66.8
2327,4.9,4.86,67.83
2328,3.02,3.25,71.55
2329,1.95,1.78,71.68
2330,1.36,1.61,71.5
2331,1.42,1.47,72.08
2332,1.99,2.37,73.59
2333,8.37,9.35,73.8
2334,7.71,7.77,75.27
2335,1.03,1.15,74.23
2336,1.3,1.26,73.84
2337,1.47,1.74,73.46
2338,1.2,1.51,71.49
2339,2.73,3.12,72.26
2340,3.65,4.09,64.27
2341,4.28,4.69,62.78
2342,4.4,4.56,61.79
2343,4.53,4.42,60.8
2344,3.54,3.37,62.41
2345,5.41,5.91,59.93
2346,6.01,6.98,55.44
2347,10.4,11.61,48.36
2348,14.57,16.96,45.36
2349,12.64,14.27,49.41
2350,10.29,11.65,52.19
2351,11.8,14.38,50.87
2352,13.35,17.0,50.05
2353,13.71,17.46,49.09
2354,10.71,14.25,52.47
2355,8.07,10.98,55.82
2356,7.73,10.79,55.7
2357,6.6,9.14,56.82
2358,8.91,11.4,65.48
2359,5.87,7.25,79.21
2360,5.43,6.58,79.76
2361,5.62,6.94,80.05
2362,6.43,7.9,79.37
2363,7.15,8.15,78.19
2364,10.17,11.26,73.86
2365,8.93,9.7,73.88
2366,7.9,8.32,73.6
2367,6.29,6.33,75.3
2368,4.99,5.26,76.48
2369,5.53,5.6,75.3
2370,7.67,8.28,71.39
2371,7.99,8.4,69.89
2372,6.94,7.19,70.49
2373,5.26,5.45,71.55
2374,5.57,6.06,69.61
2375,2.98,3.39,70.74
2376,3.92,3.88,69.65
2377,3.58,3.42,68.83
2378,4.04,3.86,67.73
2379,2.22,2.1,72.08
2380,2.87,2.93,68.11
2381,3.54,3.61,68.15
2382,3.63,3.88,68.3
2383,2.89,2.96,66.89
2384,2.64,2.54,67.58
2385,2.68,2.28,66.43
2386,3.42,3.5,65.32
2387,3.81,4.11,64.2
2388,4.21,4.17,59.15
2389,3.9,4.19,56.86
2390,5.64,5.72,54.54
2391,9.18,9.54,50.11
2392,12.08,13.14,48.66
2393,14.97,16.73,47.22
2394,19.34,22.47,42.13
2395,20.22,28.73,37.32
2396,19.73,23.35,40.59
2397,16.39,19.28,44.18
2398,12.6,14.96,47.28
2399,11.55,13.64,48.12
2400,14.19,17.06,44.68
2401,16.74,19.7,39.83
2402,16.35,22.94,32.37
2403,15.57,21.98,33.57
2404,14.91,18.17,40.75
2405,10.67,12.74,50.15
2406,10.82,12.74,53.23
2407,10.19,12.32,55.32
2408,9.79,11.15,55.74
2409,8.32,9.75,57.24
2410,10.14,11.28,56.26
2411,12.26,13.81,54.1
2412,10.52,12.13,54.24
2413,11.36,12.74,53.88
2414,8.57,9.79,56.32
2415,8.59,9.41,56.78
2416,8.7,9.7,56.66
2417,9.35,10.23,54.36
2418,7.99,8.76,55.0
2419,6.94,7.36,55.92
2420,6.98,7.8,55.26
2421,6.62,6.77,55.3
2422,7.04,7.63,54.54
2423,6.16,6.5,54.68
2424,5.53,6.14,54.82
2425,6.01,6.62,54.54
2426,6.79,7.38,52.81
2427,4.49,4.57,57.6
2428,3.81,3.88,59.69
2429,3.52,3.9,59.05
2430,3.5,3.78,59.34
2431,3.48,3.67,59.63
2432,2.93,3.19,60.85
2433,2.75,2.91,61.87
2434,2.7,2.54,63.36
2435,2.93,2.98,63.84
2436,3.36,3.74,62.06
2437,3.79,4.49,60.29
2438,4.32,5.22,60.11
2439,4.42,5.32,60.8
2440,5.68,6.69,61.07
2441,7.73,9.35,59.87
2442,10.92,14.15,56.9
2443,15.95,22.05,51.83
2444,11.86,14.9,55.72
2445,10.56,12.87,57.8
2446,7.34,8.74,65.78
2447,8.17,9.43,77.24
2448,7.59,9.12,79.66
2449,10.33,12.93,74.98
2450,13.84,17.12,72.16
2451,8.07,9.56,76.73
2452,6.41,7.9,77.81
2453,5.53,6.64,78.16
2454,4.93,6.12,79.07
2455,5.49,6.6,83.28
2456,5.89,7.42,84.34
2457,7.67,8.97,80.05
2458,13.81,15.43,77.03
2459,10.44,11.95,80.69
2460,12.45,14.29,78.19
2461,13.33,15.09,75.16
2462,10.23,11.72,75.0
2463,9.6,10.82,72.9
2464,10.23,11.59,70.25
2465,7.34,8.76,72.0
2466,7.25,7.92,74.18
2467,6.52,7.48,71.96
2468,4.67,5.72,74.54
2469,3.1,3.96,75.18
2470,4.19,5.09,73.3
2471,3.14,3.58,72.1
2472,2.75,3.42,71.55
2473,2.24,2.93,71.68
2474,2.95,3.69,71.5
2475,2.58,3.48,72.08
2476,2.24,2.6,73.59
2477,1.82,2.51,73.8
2478,2.12,2.7,75.27
2479,1.47,2.1,74.23
2480,0.9,1.59,73.84
2481,0.82,1.53,73.46
2482,1.7,2.51,71.49
2483,1.91,2.45,72.26
2484,1.49,1.74,70.05
2485,1.11,2.01,69.21
2486,1.06,1.6,68.93
2487,1.01,1.2,68.65
2488,2.01,2.24,67.21
2489,3.9,4.11,66.15
2490,2.66,2.81,64.96
2491,3.92,4.51,66.31
2492,5.39,5.72,69.39
2493,4.11,4.48,72.23
2494,3.67,4.26,74.46
2495,2.24,2.68,77.24
2496,3.9,4.55,73.04
2497,4.25,5.14,74.98
2498,2.18,2.85,81.52
2499,3.21,3.98,81.75
2500,4.19,5.01,77.81
2501,3.16,3.9,78.16
2502,2.56,3.29,79.07
2503,2.62,3.44,79.21
2504,2.87,3.73,79.76
2505,3.67,4.65,79.37
2506,3.5,4.38,78.67
2507,3.79,4.49,77.37
2508,4.02,4.84,75.98
2509,3.17,3.17,76.61
2510,4.4,5.3,74.9
2511,4.07,4.95,74.46
2512,4.53,5.53,73.68
2513,4.04,4.34,73.82
2514,3.84,4.55,73.44
2515,3.25,3.88,76.04
2516,3.04,3.75,76.7
2517,3.19,3.71,75.18
2518,3.73,3.58,73.3
2519,3.14,3.54,72.1
2520,3.61,4.09,71.55
2521,3.33,3.84,71.68
2522,3.12,3.39,71.5
2523,2.03,2.01,72.08
2524,1.53,1.68,73.59
2525,1.63,1.59,73.8
2526,1.2,1.63,75.27
2527,1.26,1.66,74.23
2528,0.82,1.3,74.27
2529,1.11,1.11,73.46
2530,1.01,1.34,72.86
2531,1.26,1.42,72.26
2532,1.89,2.16,70.05
2533,1.8,1.61,69.21
2534,1.63,1.93,69.14
2535,2.22,2.43,68.65
2536,2.2,2.24,67.4
2537,2.18,2.05,66.15
2538,1.84,1.76,64.96
2539,3.84,3.84,66.31
2540,3.23,3.21,69.39
2541,3.23,3.25,72.23
2542,3.46,3.17,75.33
2543,4.26,4.25,77.24
2544,3.37,3.37,79.74
2545,3.27,3.39,80.95
2546,4.7,5.6,81.52
2547,5.45,6.58,76.73
2548,5.37,6.64,77.81
2549,4.0,4.82,78.16
2550,15.77,22.01,66.48
2551,15.34,20.64,52.13
2552,8.17,8.74,78.93
2553,3.82,3.86,80.05
2554,6.31,6.96,80.62
2555,4.61,4.78,80.69
2556,6.08,6.27,76.79
2557,4.74,4.88,78.61
2558,5.26,5.55,80.11
2559,3.25,3.25,81.08
2560,7.04,7.27,77.41
2561,6.9,6.64,77.67
2562,6.12,5.85,78.72
2563,6.08,6.18,76.97
2564,5.09,5.03,75.87
2565,4.42,4.26,74.08
2566,4.63,4.44,73.3
2567,2.91,2.56,72.1
2568,2.68,2.47,71.55
2569,2.89,2.73,71.68
2570,2.93,2.77,71.5
2571,2.33,1.99,72.08
2572,1.28,0.94,73.59
2573,1.24,1.07,73.8
2574,0.98,0.69,74.02
2575,1.22,0.86,74.23
2576,1.32,1.01,74.27
2577,1.13,0.84,73.46
2578,1.74,1.51,71.49
2579,3.19,3.29,72.26
2580,3.4,3.46,70.74
2581,3.61,3.63,69.21
2582,2.68,2.68,69.14
2583,2.98,3.17,68.65
2584,3.31,3.12,67.21
2585,4.61,4.65,66.15
2586,4.69,5.07,64.96
2587,5.66,6.37,66.31
2588,7.19,8.2,69.39
2589,7.21,7.98,69.82
2590,4.93,5.68,71.13
2591,5.05,6.16,72.52
2592,4.99,5.89,73.04
2593,4.78,6.14,73.6
2594,4.4,5.97,73.76
2595,4.23,5.36,73.98
2596,3.4,4.4,74.68
2597,3.71,4.69,73.5
2598,3.75,5.07,73.56
2599,4.57,6.02,73.3
2600,5.41,6.73,72.6
2601,6.1,7.98,72.76
2602,6.25,7.52,73.1
2603,8.19,9.47,71.15
2604,8.7,9.66,70.53
2605,7.54,8.09,72.1
2606,6.2,6.41,73.64
2607,4.15,4.25,73.58
2608,3.86,4.05,74.02
2609,4.25,4.11,73.6
2610,5.03,4.69,72.12
2611,2.6,2.79,72.8
2612,2.47,2.24,72.42
2613,2.83,2.83,71.94
2614,4.59,4.61,71.71
2615,3.31,3.58,72.1
2616,4.36,4.09,69.27
2617,3.81,3.61,67.28
2618,3.08,2.79,67.77
2619,2.31,2.33,71.6
2620,1.78,1.42,72.83
2621,1.99,1.99,68.43
2622,1.72,1.45,73.55
2623,1.7,1.42,74.08
2624,2.3,2.43,70.26
2625,2.51,2.24,66.43
2626,2.91,2.43,66.22
2627,3.63,3.33,62.55
2628,5.41,5.39,58.87
2629,7.5,7.78,58.49
2630,5.56,5.98,63.57
2631,3.63,4.17,68.65
2632,3.08,3.67,67.21
2633,3.33,4.17,66.15
2634,4.63,5.2,64.96
2635,5.85,6.88,66.31
2636,6.14,7.42,69.39
2637,5.76,7.02,72.23
2638,6.92,8.28,75.33
2639,7.76,8.99,76.34
2640,8.2,9.96,78.87
2641,5.49,6.96,74.98
2642,3.9,5.11,81.52
2643,4.09,5.41,81.75
2644,3.12,3.86,82.38
2645,3.9,5.34,78.16
2646,3.88,5.18,79.07
2647,4.44,6.14,79.21
2648,4.69,6.41,79.76
2649,4.07,5.51,80.05
2650,4.42,5.64,80.62
2651,3.65,4.49,80.69
2652,4.65,5.39,80.53
2653,4.13,4.65,80.82
2654,4.36,5.22,79.13
2655,5.36,5.72,77.31
2656,4.13,4.67,78.37
2657,3.84,4.34,78.43
2658,3.61,3.98,78.72
2659,3.71,4.3,76.97
2660,4.8,5.36,75.86
2661,4.11,4.69,75.18
2662,4.46,4.8,73.3
2663,4.26,4.7,72.1
2664,4.61,5.36,71.55
2665,4.46,4.99,67.99
2666,4.23,4.8,68.41
2667,3.14,3.73,68.84
2668,3.0,3.56,68.11
2669,2.73,3.33,73.8
2670,2.98,3.69,73.55
2671,3.0,3.39,74.23
2672,2.81,3.27,74.27
2673,2.26,2.85,72.09
2674,2.24,2.64,68.42
2675,2.24,2.51,64.75
2676,2.75,3.08,64.27
2677,3.39,4.0,62.78
2678,3.61,3.9,60.85
2679,3.73,4.25,60.8
2680,4.24,4.8,63.48
2681,4.74,5.36,66.15
2682,5.78,6.04,64.96
2683,9.45,10.29,63.84
2684,7.48,8.57,64.76
2685,6.88,7.65,65.0
2686,6.14,6.71,65.6
2687,5.14,5.99,67.39
2688,4.07,4.32,68.91
2689,4.53,5.16,69.57
2690,3.58,4.21,72.0
2691,3.08,3.73,74.3
2692,3.37,4.25,76.12
2693,4.11,6.62,75.92
2694,2.66,3.31,78.21
2695,2.87,3.33,78.51
2696,4.49,4.59,78.83
2697,3.37,3.84,80.05
2698,4.07,4.59,78.63
2699,3.84,4.26,79.35
2700,4.65,4.9,78.19
2701,4.07,4.07,78.13
2702,4.92,4.99,79.11
2703,6.96,7.11,74.56
2704,5.49,5.36,75.46
2705,5.03,5.07,76.24
2706,4.38,4.28,75.84
2707,3.16,3.31,76.97
2708,3.37,3.52,76.7
2709,2.37,2.35,75.18
2710,2.2,2.01,73.3
2711,1.47,1.22,72.1
2712,2.43,2.28,71.55
2713,1.76,1.63,71.68
2714,2.58,2.33,71.5
2715,1.49,1.05,72.08
2716,1.93,1.72,73.59
2717,1.84,1.64,73.8
2718,1.66,1.07,74.02
2719,1.76,1.34,74.23
2720,1.74,1.63,74.27
2721,1.64,1.45,73.46
2722,1.09,0.82,71.49
2723,1.09,0.98,72.26
2724,2.74,2.84,70.74
2725,4.4,4.7,69.21
2726,4.0,4.65,69.14
2727,4.4,5.03,68.65
2728,4.84,5.83,67.21
2729,6.23,7.44,66.15
2730,11.07,12.93,64.96
2731,19.07,22.36,57.36
2732,16.91,19.62,60.35
2733,15.09,18.35,63.84
2734,13.28,17.08,69.01
2735,11.46,15.82,61.39
2736,9.64,14.55,67.65
2737,5.95,7.55,72.6
2738,5.91,7.32,70.79
2739,5.24,7.32,73.08
2740,3.37,4.86,77.81
2741,3.35,4.49,78.16
2742,4.38,5.87,76.93
2743,3.81,5.13,79.21
2744,6.67,8.01,76.79
2745,4.34,5.64,78.17
2746,5.39,6.81,77.23
2747,5.81,7.71,76.81
2748,4.51,5.47,79.13
2749,5.09,6.04,76.16
2750,4.15,4.9,80.99
2751,4.13,5.07,81.08
2752,4.88,5.72,80.72
2753,5.09,5.45,79.41
2754,4.53,5.36,76.58
2755,5.07,5.78,76.97
2756,4.84,5.36,76.7
2757,4.25,5.18,75.18
2758,5.72,6.31,73.3
2759,4.48,5.13,72.1
2760,5.14,5.87,71.55
2761,3.77,4.65,71.68
2762,3.33,4.26,71.5
2763,2.98,3.48,72.08
2764,2.01,2.85,73.59
2765,1.76,2.49,72.88
2766,1.66,2.39,68.3
2767,1.51,2.12,66.89
2768,2.12,2.82,66.26
2769,2.72,3.52,65.64
2770,3.23,4.02,59.21
2771,3.67,4.36,61.05
2772,3.65,3.94,63.02
2773,3.92,4.63,61.99
2774,5.08,5.34,61.4
2775,6.25,6.06,60.8
2776,8.66,8.64,62.41
2777,12.57,13.08,60.54
2778,14.71,15.47,62.09
2779,15.57,16.91,64.78
2780,14.02,15.17,67.22
2781,13.27,15.09,68.31
2782,10.84,12.13,70.99
2783,10.35,12.14,72.36
2784,7.13,8.64,73.04
2785,5.32,6.29,80.95
2786,3.25,4.05,81.52
2787,3.75,4.67,81.75
2788,4.61,6.02,81.66
2789,3.63,4.63,82.7
2790,4.67,6.1,79.07
2791,3.86,4.86,79.21
2792,5.55,7.1,79.76
2793,5.97,7.06,79.17
2794,6.04,7.11,79.69
2795,6.01,6.87,78.83
2796,9.18,10.04,75.1
2797,7.73,8.24,75.22
2798,9.07,9.31,72.14
2799,8.74,8.74,72.16
2800,8.15,8.45,73.02
2801,8.47,8.78,73.08
2802,8.84,8.61,72.2
2803,7.54,7.54,72.5
2804,7.04,7.19,71.27
2805,6.62,6.9,72.28
2806,8.57,8.78,71.51
2807,6.16,6.5,72.1
2808,4.99,5.14,71.55
2809,4.53,4.65,71.68
2810,4.44,4.48,71.5
2811,3.02,2.62,72.08
2812,3.29,2.87,72.83
2813,2.89,2.96,73.8
2814,2.72,2.68,75.27
2815,1.93,1.91,74.23
2816,2.16,2.16,72.53
2817,1.99,2.07,73.46
2818,1.74,1.82,72.86
2819,1.76,1.68,72.26
2820,1.93,1.63,70.05
2821,1.91,2.1,69.21
2822,3.48,3.23,69.14
2823,3.5,3.56,68.65
2824,3.51,3.66,67.4
2825,3.52,3.77,66.15
2826,3.23,3.31,64.96
2827,3.77,4.21,66.31
2828,3.65,4.11,69.39
2829,5.09,6.04,69.82
2830,4.07,4.9,71.13
2831,4.13,4.59,72.52
2832,4.76,5.68,71.55
2833,4.76,6.35,71.51
2834,4.63,5.51,72.76
2835,4.59,5.79,72.62
2836,5.43,6.62,71.03
2837,6.2,7.44,70.17
2838,7.54,9.39,68.99
2839,7.48,9.14,68.53
2840,8.01,9.47,67.81
2841,7.86,8.74,66.82
2842,7.82,8.57,66.44
2843,8.15,9.1,65.62
2844,9.51,10.84,63.12
2845,8.93,9.73,64.12
2846,9.28,9.94,63.84
2847,8.45,9.37,64.78
2848,8.24,8.87,65.34
2849,7.99,8.22,66.26
2850,7.8,8.59,65.6
2851,8.05,8.45,64.7
2852,8.07,8.68,64.44
2853,7.54,7.61,64.62
2854,7.92,8.36,63.26
2855,7.99,8.3,61.25
2856,9.07,9.31,60.35
2857,8.55,8.93,61.25
2858,8.09,8.07,62.35
2859,8.07,8.32,61.75
2860,8.47,8.97,61.67
