Recorded,NO2,NOx
31-01-2022 12:30:00,79.06,176.64
31-01-2022 12:00:00,36.66,97.27
31-01-2022 11:30:00,63.44,127.16
31-01-2022 11:00:00,60.09,120.7
31-01-2022 10:30:00,61.68,145.43
31-01-2022 10:00:00,38.92,79.94
31-01-2022 09:30:00,51.03,126.82
31-01-2022 09:00:00,42.0,98.78
31-01-2022 08:30:00,70.99,175.45
31-01-2022 08:00:00,84.74,242.31
31-01-2022 07:30:00,62.16,180.35
31-01-2022 07:00:00,60.15,132.88
31-01-2022 06:30:00,46.0,103.22
31-01-2022 06:00:00,33.89,63.44
31-01-2022 05:30:00,16.06,29.43
31-01-2022 05:00:00,6.88,12.55
31-01-2022 04:30:00,13.0,20.35
31-01-2022 03:30:00,12.34,15.97
31-01-2022 03:00:00,3.79,5.18
31-01-2022 02:30:00,4.55,5.93
31-01-2022 01:30:00,6.88,9.52
31-01-2022 01:00:00,9.08,11.32
31-01-2022 00:30:00,12.05,16.47
31-01-2022 00:00:00,16.14,21.61
30-01-2022 23:30:00,20.9,27.44
30-01-2022 23:00:00,40.22,78.97
30-01-2022 22:30:00,64.97,158.91
30-01-2022 22:00:00,52.27,100.75
30-01-2022 21:30:00,18.49,26.03
30-01-2022 21:00:00,11.67,17.44
30-01-2022 20:30:00,9.68,13.04
30-01-2022 20:00:00,15.13,20.37
30-01-2022 19:30:00,17.37,22.72
30-01-2022 19:00:00,17.04,22.38
30-01-2022 18:30:00,19.74,25.57
30-01-2022 18:00:00,21.86,31.4
30-01-2022 17:30:00,22.62,31.52
30-01-2022 17:00:00,18.26,26.43
30-01-2022 16:30:00,13.31,18.76
30-01-2022 16:00:00,16.26,24.48
30-01-2022 15:30:00,6.98,10.81
30-01-2022 15:00:00,6.18,9.01
30-01-2022 14:30:00,7.0,9.91
30-01-2022 14:00:00,5.01,8.93
30-01-2022 13:30:00,6.35,10.86
30-01-2022 13:00:00,5.93,10.04
30-01-2022 12:30:00,4.86,8.53
30-01-2022 12:00:00,3.96,8.11
30-01-2022 11:30:00,3.14,5.79
30-01-2022 11:00:00,3.73,6.73
30-01-2022 10:30:00,3.4,5.85
30-01-2022 10:00:00,3.44,6.29
30-01-2022 09:30:00,2.43,3.42
30-01-2022 09:00:00,1.84,3.25
30-01-2022 08:30:00,1.59,3.46
30-01-2022 08:00:00,1.24,2.2
30-01-2022 07:30:00,0.88,1.89
30-01-2022 07:00:00,0.8,1.07
30-01-2022 06:30:00,1.86,2.35
30-01-2022 05:30:00,0.38,0.0
30-01-2022 05:00:00,0.5,0.0
30-01-2022 04:30:00,0.57,0.17
30-01-2022 04:00:00,0.77,0.0
30-01-2022 03:30:00,0.38,0.0
30-01-2022 03:00:00,0.19,0.0
30-01-2022 02:30:00,0.84,0.06
30-01-2022 02:00:00,0.54,0.0
30-01-2022 01:30:00,1.68,1.03
30-01-2022 01:00:00,1.43,0.21
30-01-2022 00:30:00,1.34,1.28
30-01-2022 00:00:00,0.59,0.0
29-01-2022 23:30:00,1.01,0.92
29-01-2022 23:00:00,3.04,4.61
29-01-2022 22:30:00,2.05,2.98
29-01-2022 22:00:00,1.87,2.95
29-01-2022 21:30:00,2.77,5.05
29-01-2022 21:00:00,2.18,3.63
29-01-2022 20:30:00,2.18,2.72
29-01-2022 20:00:00,2.77,3.98
29-01-2022 19:30:00,3.1,5.07
29-01-2022 19:00:00,2.77,4.0
29-01-2022 18:30:00,2.01,3.16
29-01-2022 18:00:00,3.84,5.47
29-01-2022 17:30:00,2.58,3.25
29-01-2022 17:00:00,2.43,2.89
29-01-2022 16:30:00,2.43,3.37
29-01-2022 16:00:00,2.08,2.3
29-01-2022 15:30:00,2.45,2.96
29-01-2022 15:00:00,2.47,2.72
29-01-2022 14:30:00,2.72,4.02
29-01-2022 14:00:00,2.83,4.44
29-01-2022 13:30:00,2.93,5.34
29-01-2022 13:00:00,2.93,4.09
29-01-2022 12:30:00,3.19,4.23
29-01-2022 12:00:00,3.94,5.45
29-01-2022 11:30:00,2.68,3.67
29-01-2022 11:00:00,3.77,5.43
29-01-2022 10:30:00,3.46,4.04
29-01-2022 10:00:00,2.96,4.13
29-01-2022 09:30:00,3.17,4.76
29-01-2022 09:00:00,3.08,3.56
29-01-2022 08:30:00,3.46,3.16
29-01-2022 08:00:00,1.84,2.18
29-01-2022 07:30:00,2.56,3.35
29-01-2022 07:00:00,2.62,1.84
29-01-2022 06:30:00,2.85,3.06
29-01-2022 06:00:00,2.2,1.17
29-01-2022 05:30:00,2.7,1.4
29-01-2022 04:30:00,3.54,2.75
29-01-2022 04:00:00,4.44,4.26
29-01-2022 03:30:00,4.0,3.88
29-01-2022 03:00:00,4.84,5.95
29-01-2022 02:30:00,4.26,5.68
29-01-2022 02:00:00,3.08,3.58
29-01-2022 01:30:00,3.9,5.05
29-01-2022 01:00:00,3.63,5.18
29-01-2022 00:30:00,2.68,5.99
29-01-2022 00:00:00,4.88,8.17
28-01-2022 23:30:00,5.18,8.8
28-01-2022 23:00:00,8.87,14.21
28-01-2022 22:30:00,14.4,22.97
28-01-2022 22:00:00,14.0,23.14
28-01-2022 21:30:00,15.74,25.82
28-01-2022 21:00:00,15.03,22.49
28-01-2022 20:30:00,13.23,19.3
28-01-2022 20:00:00,12.01,16.91
28-01-2022 19:30:00,11.04,14.88
28-01-2022 19:00:00,13.56,19.93
28-01-2022 18:30:00,13.87,19.93
28-01-2022 18:00:00,18.0,25.26
28-01-2022 17:30:00,12.47,17.48
28-01-2022 17:00:00,15.15,21.27
28-01-2022 16:30:00,13.73,20.58
28-01-2022 16:00:00,11.42,17.73
28-01-2022 15:30:00,9.83,15.74
28-01-2022 15:00:00,14.76,23.7
28-01-2022 14:30:00,12.91,20.85
28-01-2022 14:00:00,13.02,21.61
28-01-2022 13:30:00,11.86,20.6
28-01-2022 13:00:00,13.79,21.8
28-01-2022 12:30:00,13.37,21.02
28-01-2022 12:00:00,18.17,30.87
28-01-2022 11:30:00,24.31,41.58
28-01-2022 11:00:00,26.07,40.32
28-01-2022 10:30:00,31.54,54.85
28-01-2022 10:00:00,27.06,45.75
28-01-2022 09:30:00,28.23,45.73
28-01-2022 09:00:00,40.26,65.24
28-01-2022 08:30:00,39.36,61.58
28-01-2022 08:00:00,38.98,60.28
28-01-2022 07:30:00,30.16,45.5
28-01-2022 07:00:00,19.89,31.17
28-01-2022 06:30:00,13.64,18.53
28-01-2022 06:00:00,12.81,18.32
28-01-2022 05:30:00,7.04,9.94
28-01-2022 05:00:00,3.67,4.49
28-01-2022 04:30:00,2.47,3.17
28-01-2022 03:30:00,2.08,2.1
28-01-2022 03:00:00,0.98,1.19
28-01-2022 02:30:00,1.57,1.28
28-01-2022 02:00:00,1.51,0.88
28-01-2022 01:30:00,2.39,2.7
28-01-2022 01:00:00,1.42,1.42
28-01-2022 00:30:00,1.86,1.59
28-01-2022 00:00:00,1.74,1.63
27-01-2022 23:30:00,2.89,3.0
27-01-2022 23:00:00,2.81,2.52
27-01-2022 22:30:00,3.56,4.59
27-01-2022 22:00:00,4.36,6.33
27-01-2022 21:30:00,3.4,4.92
27-01-2022 21:00:00,3.79,5.34
27-01-2022 20:30:00,3.4,6.08
27-01-2022 20:00:00,4.61,6.1
27-01-2022 19:30:00,6.39,9.68
27-01-2022 19:00:00,7.32,12.85
27-01-2022 18:30:00,7.23,11.13
27-01-2022 18:00:00,8.47,13.56
27-01-2022 17:30:00,8.11,14.36
27-01-2022 17:00:00,9.93,17.88
27-01-2022 16:30:00,10.35,18.82
27-01-2022 16:00:00,5.64,11.25
27-01-2022 15:30:00,6.25,12.58
27-01-2022 15:00:00,5.03,9.43
27-01-2022 14:30:00,4.99,8.66
27-01-2022 14:00:00,4.48,9.75
27-01-2022 13:30:00,4.34,7.96
27-01-2022 13:00:00,4.23,7.84
27-01-2022 12:30:00,5.03,7.92
27-01-2022 12:00:00,5.49,9.1
27-01-2022 11:30:00,4.92,7.82
27-01-2022 11:00:00,4.8,8.32
27-01-2022 10:30:00,4.42,8.38
27-01-2022 10:00:00,3.98,7.23
27-01-2022 09:30:00,4.49,6.69
27-01-2022 09:00:00,3.94,5.81
27-01-2022 08:30:00,3.39,4.97
27-01-2022 08:00:00,6.08,9.62
27-01-2022 07:30:00,5.2,7.94
27-01-2022 07:00:00,5.01,7.5
27-01-2022 06:30:00,4.72,6.79
27-01-2022 05:30:00,3.48,4.21
27-01-2022 05:00:00,1.61,1.68
27-01-2022 04:30:00,1.72,1.17
27-01-2022 04:00:00,1.61,1.15
27-01-2022 03:30:00,1.59,0.96
27-01-2022 03:00:00,1.42,1.19
27-01-2022 02:30:00,1.87,1.28
27-01-2022 02:00:00,1.86,1.24
27-01-2022 01:30:00,2.35,1.07
27-01-2022 01:00:00,1.86,0.96
27-01-2022 00:30:00,2.41,2.41
27-01-2022 00:00:00,1.8,1.68
26-01-2022 23:30:00,2.33,2.58
26-01-2022 23:00:00,2.3,2.56
26-01-2022 22:30:00,4.59,4.9
26-01-2022 22:00:00,4.28,5.37
26-01-2022 21:30:00,3.92,4.92
26-01-2022 21:00:00,5.41,6.94
26-01-2022 20:30:00,6.33,8.41
26-01-2022 20:00:00,4.25,5.79
26-01-2022 19:30:00,5.34,6.9
26-01-2022 19:00:00,6.46,9.47
26-01-2022 18:30:00,7.5,9.12
26-01-2022 18:00:00,5.43,8.05
26-01-2022 17:30:00,5.37,7.82
26-01-2022 17:00:00,7.1,11.61
26-01-2022 16:30:00,9.12,13.1
26-01-2022 16:00:00,8.51,11.9
26-01-2022 15:30:00,10.17,14.4
26-01-2022 15:00:00,8.41,11.91
26-01-2022 14:30:00,9.52,13.88
26-01-2022 14:00:00,9.43,12.91
26-01-2022 13:30:00,9.26,13.41
26-01-2022 13:00:00,6.75,10.69
26-01-2022 12:30:00,6.41,10.48
26-01-2022 12:00:00,5.51,9.24
26-01-2022 11:30:00,7.57,11.28
26-01-2022 11:00:00,10.73,16.77
26-01-2022 10:30:00,10.58,17.81
26-01-2022 10:00:00,8.93,13.73
26-01-2022 09:30:00,6.62,11.32
26-01-2022 09:00:00,4.86,8.03
26-01-2022 08:30:00,4.55,7.36
26-01-2022 08:00:00,5.66,9.72
26-01-2022 07:30:00,6.14,11.95
26-01-2022 07:00:00,4.72,8.24
26-01-2022 06:30:00,5.28,9.18
26-01-2022 06:00:00,3.52,6.25
26-01-2022 05:30:00,3.02,3.58
26-01-2022 04:30:00,1.78,1.51
26-01-2022 04:00:00,1.63,1.09
26-01-2022 03:30:00,1.7,1.7
26-01-2022 03:00:00,1.61,1.22
26-01-2022 02:30:00,2.22,2.35
26-01-2022 02:00:00,1.87,1.59
26-01-2022 01:30:00,1.86,2.16
26-01-2022 01:00:00,1.89,1.51
26-01-2022 00:30:00,1.97,2.33
26-01-2022 00:00:00,2.03,1.97
25-01-2022 23:30:00,2.18,1.95
25-01-2022 23:00:00,3.19,4.49
25-01-2022 22:30:00,3.75,4.42
25-01-2022 22:00:00,5.62,8.36
25-01-2022 21:30:00,6.16,8.32
25-01-2022 21:00:00,5.76,8.72
25-01-2022 20:30:00,6.56,9.62
25-01-2022 20:00:00,8.2,10.52
25-01-2022 19:30:00,8.8,12.26
25-01-2022 19:00:00,10.92,14.15
25-01-2022 18:30:00,9.81,13.6
25-01-2022 18:00:00,11.84,17.31
25-01-2022 17:30:00,10.98,15.03
25-01-2022 17:00:00,9.52,13.46
25-01-2022 16:30:00,12.83,17.54
25-01-2022 16:00:00,12.53,17.6
25-01-2022 15:30:00,18.3,29.61
25-01-2022 15:00:00,19.62,29.13
25-01-2022 14:30:00,15.47,23.37
25-01-2022 14:00:00,18.72,31.65
25-01-2022 13:30:00,18.0,28.02
25-01-2022 13:00:00,19.58,32.21
25-01-2022 12:30:00,21.09,33.32
25-01-2022 12:00:00,17.77,28.82
25-01-2022 11:30:00,18.47,28.48
25-01-2022 11:00:00,18.3,28.19
25-01-2022 10:30:00,12.47,18.55
25-01-2022 10:00:00,20.87,28.61
25-01-2022 09:30:00,14.19,19.49
25-01-2022 09:00:00,14.17,18.59
25-01-2022 08:30:00,18.36,24.52
25-01-2022 08:00:00,23.56,32.19
25-01-2022 07:30:00,31.96,54.39
25-01-2022 07:00:00,18.55,29.38
25-01-2022 06:30:00,14.15,19.58
25-01-2022 06:00:00,10.23,14.76
25-01-2022 05:30:00,7.08,9.54
25-01-2022 05:00:00,6.71,7.08
25-01-2022 04:30:00,5.24,5.22
25-01-2022 03:30:00,2.79,3.39
25-01-2022 03:00:00,1.51,1.49
25-01-2022 02:30:00,1.26,1.89
25-01-2022 02:00:00,1.55,2.51
25-01-2022 01:30:00,3.27,4.28
25-01-2022 01:00:00,3.02,3.82
25-01-2022 00:30:00,2.62,3.23
25-01-2022 00:00:00,2.28,2.66
24-01-2022 23:30:00,2.41,3.27
24-01-2022 23:00:00,3.08,4.42
24-01-2022 22:30:00,3.16,4.49
24-01-2022 22:00:00,3.02,4.55
24-01-2022 21:30:00,3.73,6.83
24-01-2022 21:00:00,4.55,7.84
24-01-2022 20:30:00,4.78,7.55
24-01-2022 20:00:00,4.82,7.54
24-01-2022 19:30:00,4.09,7.17
24-01-2022 19:00:00,5.28,8.57
24-01-2022 18:30:00,5.01,8.55
24-01-2022 18:00:00,6.67,10.19
24-01-2022 17:30:00,6.75,11.19
24-01-2022 17:00:00,6.52,10.06
24-01-2022 16:30:00,6.33,11.65
24-01-2022 16:00:00,6.71,11.63
24-01-2022 15:30:00,7.98,13.79
24-01-2022 15:00:00,8.95,16.12
24-01-2022 14:30:00,10.37,17.67
24-01-2022 14:00:00,9.77,16.81
24-01-2022 13:30:00,8.4,13.71
24-01-2022 13:00:00,7.54,13.29
24-01-2022 12:30:00,8.93,15.41
24-01-2022 12:00:00,10.31,18.13
24-01-2022 11:30:00,8.38,14.23
24-01-2022 11:00:00,8.45,14.71
24-01-2022 10:30:00,7.19,12.18
24-01-2022 10:00:00,7.54,12.47
24-01-2022 09:30:00,7.84,13.43
24-01-2022 09:00:00,7.71,13.22
24-01-2022 08:30:00,6.88,10.98
24-01-2022 08:00:00,8.74,15.17
24-01-2022 07:30:00,7.86,12.24
24-01-2022 07:00:00,7.99,13.18
24-01-2022 06:30:00,6.71,12.05
24-01-2022 05:30:00,2.45,4.05
24-01-2022 05:00:00,1.11,1.43
24-01-2022 04:30:00,0.54,0.13
24-01-2022 04:00:00,0.34,0.0
24-01-2022 03:30:00,0.67,0.29
24-01-2022 03:00:00,0.59,0.29
24-01-2022 02:30:00,0.69,0.02
24-01-2022 02:00:00,0.52,0.0
24-01-2022 01:30:00,0.99,0.55
24-01-2022 00:30:00,0.59,0.52
24-01-2022 00:00:00,0.96,0.17
23-01-2022 23:30:00,0.92,0.54
23-01-2022 23:00:00,1.53,1.78
23-01-2022 22:30:00,2.1,2.6
23-01-2022 22:00:00,3.08,3.84
23-01-2022 21:30:00,3.42,4.72
23-01-2022 21:00:00,4.21,5.58
23-01-2022 20:30:00,4.49,5.64
23-01-2022 20:00:00,4.74,6.43
23-01-2022 19:30:00,5.81,8.93
23-01-2022 19:00:00,5.58,7.67
23-01-2022 18:30:00,4.49,5.95
23-01-2022 18:00:00,4.93,6.96
23-01-2022 17:30:00,5.6,8.22
23-01-2022 17:00:00,7.02,10.04
23-01-2022 16:30:00,5.58,7.73
23-01-2022 16:00:00,5.53,7.42
23-01-2022 15:30:00,5.57,7.78
23-01-2022 15:00:00,7.78,10.73
23-01-2022 14:30:00,7.25,9.6
23-01-2022 14:00:00,7.44,10.5
23-01-2022 13:30:00,6.58,9.96
23-01-2022 13:00:00,6.25,9.07
23-01-2022 12:30:00,7.82,11.59
23-01-2022 12:00:00,7.73,11.13
23-01-2022 11:30:00,4.84,7.0
23-01-2022 11:00:00,4.78,5.76
23-01-2022 10:30:00,4.72,6.1
23-01-2022 10:00:00,3.35,3.29
23-01-2022 09:30:00,2.87,3.63
23-01-2022 09:00:00,2.66,3.52
23-01-2022 08:30:00,2.81,3.29
23-01-2022 08:00:00,3.44,3.08
23-01-2022 07:30:00,3.98,2.33
23-01-2022 07:00:00,3.77,4.4
23-01-2022 06:30:00,3.39,3.04
23-01-2022 06:00:00,3.12,1.86
23-01-2022 05:30:00,3.94,4.02
23-01-2022 04:30:00,3.19,2.62
23-01-2022 04:00:00,2.37,3.35
23-01-2022 03:30:00,3.5,4.05
23-01-2022 03:00:00,6.9,8.26
23-01-2022 02:30:00,4.11,4.61
23-01-2022 02:00:00,4.53,4.97
23-01-2022 01:30:00,4.59,5.41
23-01-2022 01:00:00,5.32,6.87
23-01-2022 00:30:00,6.08,7.17
23-01-2022 00:00:00,5.3,7.02
22-01-2022 23:30:00,9.35,12.68
22-01-2022 23:00:00,8.76,11.26
22-01-2022 22:30:00,16.16,21.08
22-01-2022 22:00:00,12.28,15.74
22-01-2022 21:30:00,13.92,18.36
22-01-2022 21:00:00,14.19,19.14
22-01-2022 20:30:00,13.75,17.58
22-01-2022 20:00:00,13.58,19.62
22-01-2022 19:30:00,15.74,19.07
22-01-2022 19:00:00,24.31,31.19
22-01-2022 18:30:00,21.32,26.87
22-01-2022 18:00:00,18.86,26.72
22-01-2022 17:30:00,20.56,27.35
22-01-2022 17:00:00,21.11,27.02
22-01-2022 16:30:00,15.74,19.91
22-01-2022 16:00:00,19.91,26.85
22-01-2022 15:30:00,15.53,21.9
22-01-2022 15:00:00,13.98,20.02
22-01-2022 14:30:00,14.32,19.32
22-01-2022 14:00:00,15.61,22.49
22-01-2022 13:30:00,13.48,18.95
22-01-2022 13:00:00,15.76,22.57
22-01-2022 12:30:00,14.61,19.74
22-01-2022 12:00:00,12.87,17.77
22-01-2022 11:30:00,17.54,27.31
22-01-2022 11:00:00,36.93,62.29
22-01-2022 10:30:00,45.02,85.35
22-01-2022 10:00:00,45.36,108.21
22-01-2022 09:30:00,39.59,87.52
22-01-2022 09:00:00,37.2,78.07
22-01-2022 08:30:00,33.01,60.28
22-01-2022 08:00:00,29.09,45.71
22-01-2022 07:30:00,23.62,44.37
22-01-2022 07:00:00,32.42,45.77
22-01-2022 06:30:00,36.55,56.61
22-01-2022 06:00:00,24.38,36.38
22-01-2022 05:30:00,19.37,29.45
22-01-2022 05:00:00,24.81,46.01
22-01-2022 04:30:00,18.3,23.66
22-01-2022 03:30:00,31.04,60.21
22-01-2022 03:00:00,15.59,25.82
22-01-2022 02:30:00,23.26,35.27
22-01-2022 02:00:00,25.05,53.99
22-01-2022 01:30:00,39.65,143.63
22-01-2022 01:00:00,38.73,79.06
22-01-2022 00:30:00,50.18,88.8
22-01-2022 00:00:00,69.46,164.74
21-01-2022 23:30:00,69.1,245.11
21-01-2022 23:00:00,68.54,186.7
21-01-2022 22:30:00,61.56,133.17
21-01-2022 22:00:00,38.69,70.07
21-01-2022 21:30:00,44.31,76.35
21-01-2022 21:00:00,35.38,53.26
21-01-2022 20:30:00,30.12,48.6
21-01-2022 20:00:00,21.23,31.21
21-01-2022 19:30:00,18.46,24.33
21-01-2022 19:00:00,25.02,37.71
21-01-2022 18:30:00,16.72,21.99
21-01-2022 18:00:00,10.23,30.87
21-01-2022 17:30:00,18.21,26.87
21-01-2022 17:00:00,15.38,24.21
21-01-2022 16:30:00,12.49,18.15
21-01-2022 16:00:00,11.4,17.65
21-01-2022 15:30:00,12.97,22.53
21-01-2022 15:00:00,13.94,23.49
21-01-2022 14:30:00,16.56,27.2
21-01-2022 14:00:00,19.16,30.91
21-01-2022 13:30:00,16.22,24.63
21-01-2022 13:00:00,10.0,15.66
21-01-2022 12:30:00,11.23,17.54
21-01-2022 12:00:00,25.95,34.56
21-01-2022 11:30:00,14.23,20.6
21-01-2022 11:00:00,15.72,24.46
21-01-2022 10:30:00,19.95,32.57
21-01-2022 10:00:00,22.19,35.29
21-01-2022 09:30:00,26.3,42.44
21-01-2022 09:00:00,16.06,21.84
21-01-2022 08:30:00,16.05,22.95
21-01-2022 08:00:00,23.52,30.58
21-01-2022 07:30:00,26.97,38.42
21-01-2022 07:00:00,24.48,33.18
21-01-2022 06:30:00,24.15,33.74
21-01-2022 05:30:00,6.96,9.08
21-01-2022 05:00:00,3.82,5.39
21-01-2022 04:30:00,3.58,4.23
21-01-2022 04:00:00,3.71,4.11
21-01-2022 03:30:00,3.08,4.19
21-01-2022 03:00:00,3.14,3.94
21-01-2022 02:30:00,4.15,4.92
21-01-2022 02:00:00,2.98,4.23
21-01-2022 01:30:00,2.14,2.51
21-01-2022 01:00:00,2.73,2.87
21-01-2022 00:30:00,9.72,14.52
21-01-2022 00:00:00,8.36,11.44
20-01-2022 23:30:00,3.56,5.22
20-01-2022 23:00:00,6.88,12.41
20-01-2022 22:30:00,7.96,10.56
20-01-2022 22:00:00,7.96,11.51
20-01-2022 21:30:00,10.56,15.17
20-01-2022 21:00:00,7.17,10.6
20-01-2022 20:30:00,7.57,11.84
20-01-2022 20:00:00,7.92,12.55
20-01-2022 19:30:00,5.57,7.88
20-01-2022 19:00:00,7.99,11.67
20-01-2022 18:30:00,8.87,15.4
20-01-2022 18:00:00,8.97,15.13
20-01-2022 17:30:00,11.3,21.31
20-01-2022 17:00:00,9.62,18.15
20-01-2022 16:30:00,10.33,18.05
20-01-2022 16:00:00,13.02,25.57
20-01-2022 15:30:00,12.89,23.16
20-01-2022 15:00:00,12.13,23.35
20-01-2022 14:30:00,12.53,25.13
20-01-2022 14:00:00,17.31,31.04
20-01-2022 13:30:00,16.24,34.96
20-01-2022 13:00:00,12.49,23.73
20-01-2022 12:30:00,13.75,27.21
20-01-2022 12:00:00,10.06,19.26
20-01-2022 11:30:00,11.21,22.07
20-01-2022 11:00:00,13.98,27.58
20-01-2022 10:30:00,9.91,19.89
20-01-2022 10:00:00,11.4,19.55
20-01-2022 09:30:00,10.14,17.6
20-01-2022 09:00:00,11.13,18.36
20-01-2022 08:30:00,11.63,19.47
20-01-2022 08:00:00,10.16,17.77
20-01-2022 07:30:00,11.32,21.13
20-01-2022 07:00:00,10.16,17.71
20-01-2022 06:30:00,8.57,13.66
20-01-2022 06:00:00,5.36,9.45
20-01-2022 05:30:00,3.29,5.53
20-01-2022 04:30:00,1.13,1.59
20-01-2022 04:00:00,1.3,2.54
20-01-2022 03:30:00,2.14,4.25
20-01-2022 03:00:00,0.73,2.22
20-01-2022 02:30:00,1.05,2.95
20-01-2022 02:00:00,0.94,1.87
20-01-2022 01:30:00,1.28,2.58
20-01-2022 01:00:00,0.94,1.84
20-01-2022 00:30:00,1.43,3.12
20-01-2022 00:00:00,0.99,2.6
19-01-2022 23:30:00,1.84,3.23
19-01-2022 23:00:00,2.39,4.55
19-01-2022 22:30:00,2.49,4.69
19-01-2022 22:00:00,3.52,6.23
19-01-2022 21:30:00,3.6,6.71
19-01-2022 21:00:00,2.87,5.89
19-01-2022 20:30:00,2.6,4.97
19-01-2022 20:00:00,3.6,6.39
19-01-2022 19:30:00,5.3,8.89
19-01-2022 19:00:00,5.51,9.6
19-01-2022 18:30:00,6.08,11.25
19-01-2022 18:00:00,6.02,10.63
19-01-2022 17:30:00,8.09,13.16
19-01-2022 17:00:00,6.18,8.99
19-01-2022 16:30:00,7.31,12.35
19-01-2022 16:00:00,9.05,15.53
19-01-2022 15:30:00,11.55,20.18
19-01-2022 15:00:00,14.67,27.0
19-01-2022 14:30:00,14.61,25.03
19-01-2022 14:00:00,16.31,31.75
19-01-2022 13:30:00,14.19,22.99
19-01-2022 13:00:00,11.95,20.92
19-01-2022 12:30:00,13.37,22.66
19-01-2022 12:00:00,11.7,19.28
19-01-2022 11:30:00,9.1,15.28
19-01-2022 11:00:00,9.87,16.43
19-01-2022 10:30:00,11.38,16.87
19-01-2022 10:00:00,13.06,19.66
19-01-2022 09:30:00,13.64,20.56
19-01-2022 09:00:00,13.0,20.75
19-01-2022 08:30:00,12.93,19.03
19-01-2022 08:00:00,13.0,20.48
19-01-2022 07:30:00,15.26,24.02
19-01-2022 07:00:00,13.06,21.76
19-01-2022 06:30:00,16.16,24.27
19-01-2022 06:00:00,18.7,26.12
19-01-2022 05:30:00,16.66,22.61
19-01-2022 05:00:00,17.02,21.17
19-01-2022 04:30:00,17.92,22.87
19-01-2022 03:30:00,11.63,12.49
19-01-2022 03:00:00,9.64,10.65
19-01-2022 02:30:00,9.39,10.02
19-01-2022 02:00:00,8.85,9.47
19-01-2022 01:30:00,9.33,10.52
19-01-2022 01:00:00,10.08,11.9
19-01-2022 00:30:00,11.38,12.76
19-01-2022 00:00:00,12.72,14.38
18-01-2022 23:30:00,12.18,13.23
18-01-2022 23:00:00,11.84,13.67
18-01-2022 22:30:00,12.01,13.71
18-01-2022 22:00:00,11.26,13.9
18-01-2022 21:30:00,10.0,14.32
18-01-2022 21:00:00,8.97,10.92
18-01-2022 20:30:00,9.41,11.99
18-01-2022 20:00:00,9.07,11.38
18-01-2022 19:30:00,9.33,11.67
18-01-2022 19:00:00,8.7,11.93
18-01-2022 18:30:00,9.7,15.09
18-01-2022 18:00:00,7.54,12.01
18-01-2022 15:30:00,7.48,13.64
18-01-2022 13:30:00,9.26,13.73
18-01-2022 13:00:00,5.91,10.33
18-01-2022 12:30:00,6.5,10.17
18-01-2022 12:00:00,8.4,14.29
18-01-2022 11:30:00,5.74,10.12
18-01-2022 11:00:00,7.21,12.22
18-01-2022 10:30:00,7.11,11.93
18-01-2022 10:00:00,6.48,10.38
18-01-2022 09:30:00,6.5,10.82
18-01-2022 09:00:00,7.46,11.99
18-01-2022 08:30:00,8.2,11.9
18-01-2022 07:00:00,12.97,20.5
18-01-2022 06:30:00,8.24,11.63
18-01-2022 05:30:00,7.1,6.81
18-01-2022 05:00:00,5.89,5.64
18-01-2022 04:30:00,4.95,4.9
18-01-2022 04:00:00,3.52,3.06
18-01-2022 03:30:00,4.9,4.36
18-01-2022 03:00:00,5.39,5.68
18-01-2022 02:30:00,5.34,4.84
18-01-2022 02:00:00,3.96,3.4
18-01-2022 01:30:00,11.84,15.11
18-01-2022 01:00:00,10.08,12.09
18-01-2022 00:30:00,3.94,3.19
18-01-2022 00:00:00,5.32,4.86
17-01-2022 23:30:00,4.9,5.16
17-01-2022 23:00:00,11.74,15.43
17-01-2022 22:30:00,10.98,14.21
17-01-2022 22:00:00,10.6,11.88
17-01-2022 21:30:00,17.23,21.57
17-01-2022 21:00:00,15.2,20.5
17-01-2022 20:30:00,16.83,22.76
17-01-2022 20:00:00,17.25,22.09
17-01-2022 19:30:00,23.66,31.5
17-01-2022 19:00:00,18.36,27.21
17-01-2022 18:30:00,18.19,23.62
17-01-2022 18:00:00,24.77,32.61
17-01-2022 17:30:00,21.57,28.0
17-01-2022 17:00:00,31.67,56.07
17-01-2022 16:30:00,32.67,52.78
17-01-2022 16:00:00,21.44,36.57
17-01-2022 15:30:00,17.04,24.82
17-01-2022 15:00:00,12.51,19.85
17-01-2022 14:30:00,18.09,26.93
17-01-2022 14:00:00,12.66,27.04
17-01-2022 13:30:00,9.81,15.43
17-01-2022 13:00:00,10.35,16.03
17-01-2022 12:30:00,9.1,15.78
17-01-2022 12:00:00,8.28,13.96
17-01-2022 11:30:00,11.8,18.02
17-01-2022 11:00:00,11.05,16.5
17-01-2022 10:30:00,11.57,16.24
17-01-2022 10:00:00,11.76,15.8
17-01-2022 09:30:00,10.98,16.12
17-01-2022 09:00:00,11.25,14.69
17-01-2022 08:30:00,20.94,29.45
17-01-2022 08:00:00,15.8,21.84
17-01-2022 07:30:00,16.64,24.69
17-01-2022 07:00:00,10.4,14.78
17-01-2022 06:30:00,9.89,13.73
17-01-2022 06:00:00,5.53,8.32
17-01-2022 05:30:00,4.09,4.26
17-01-2022 04:30:00,2.33,0.8
17-01-2022 04:00:00,2.01,3.19
17-01-2022 03:30:00,1.61,2.66
17-01-2022 02:30:00,0.88,0.57
