Recorded,NO2,NOx,O3
2020-10-12 00:00:00,9.34,9.27,26.95
2020-10-12 00:30:00,8.05,7.68,26.66
2020-10-12 01:00:00,7.19,7.01,
2020-10-12 01:30:00,7.27,7.3,28.23
2020-10-12 02:00:00,5.55,5.46,29.02
2020-10-12 02:30:00,6.44,6.46,28.57
2020-10-12 03:00:00,6.75,6.84,28.76
2020-10-12 03:30:00,7.92,7.85,27.21
2020-10-12 04:30:00,11.77,12.63,19.56
2020-10-12 05:00:00,13.66,15.52,13.1
2020-10-12 05:30:00,18.54,22.32,8.35
2020-10-12 06:00:00,22.46,31.0,6.91
2020-10-12 06:30:00,25.22,34.32,3.72
2020-10-12 07:00:00,32.72,42.67,4.02
2020-10-12 07:30:00,20.22,65.07,6.48
2020-10-12 08:00:00,19.73,30.73,12.98
2020-10-12 08:30:00,18.0,31.66,20.23
2020-10-12 09:00:00,16.21,23.41,25.16
2020-10-12 09:30:00,15.5,22.64,32.25
2020-10-12 10:00:00,8.82,12.28,49.67
2020-10-12 10:30:00,5.81,8.23,57.63
2020-10-12 11:00:00,3.51,4.43,67.91
2020-10-12 11:30:00,3.77,4.89,70.22
2020-10-12 12:00:00,4.25,5.46,69.98
2020-10-12 12:30:00,6.05,6.93,67.6
2020-10-12 13:00:00,5.0,6.03,67.83
2020-10-12 13:30:00,5.55,6.72,68.6
2020-10-12 14:00:00,5.78,6.81,67.74
2020-10-12 14:30:00,6.41,7.5,67.03
2020-10-12 15:00:00,9.16,10.18,62.12
2020-10-12 15:30:00,11.44,13.65,55.18
2020-10-12 16:00:00,11.93,13.67,51.34
2020-10-12 16:30:00,14.18,16.12,47.8
2020-10-12 17:00:00,11.49,12.7,46.61
2020-10-12 17:30:00,7.2,7.44,54.5
2020-10-12 18:00:00,8.71,9.1,46.55
2020-10-12 18:30:00,8.59,9.1,47.93
2020-10-12 19:00:00,8.08,8.53,48.8
2020-10-12 19:30:00,9.44,9.75,41.35
2020-10-12 20:00:00,9.85,10.36,36.39
2020-10-12 20:30:00,9.13,9.04,36.09
2020-10-12 21:00:00,8.87,9.71,36.07
2020-10-12 21:30:00,7.52,7.76,34.4
2020-10-12 22:00:00,9.42,9.5,29.47
2020-10-12 22:30:00,8.39,8.36,28.59
2020-10-12 23:00:00,7.01,6.64,30.32
2020-10-12 23:30:00,6.76,6.98,31.05
2020-10-13 00:00:00,6.24,6.48,30.36
2020-10-13 00:30:00,5.79,5.34,31.48
2020-10-13 01:00:00,5.77,5.76,28.86
2020-10-13 01:30:00,4.89,4.76,29.91
2020-10-13 02:00:00,5.59,5.89,
2020-10-13 02:30:00,4.45,4.36,30.58
2020-10-13 03:00:00,4.93,4.53,26.42
2020-10-13 03:30:00,6.45,6.4,23.17
2020-10-13 04:00:00,8.39,8.43,19.42
2020-10-13 04:30:00,11.77,12.63,10.99
2020-10-13 05:30:00,18.54,22.32,3.78
2020-10-13 06:00:00,22.46,31.0,1.59
2020-10-13 06:30:00,25.22,34.32,1.43
2020-10-13 07:00:00,32.72,42.67,1.83
2020-10-13 07:30:00,34.13,65.07,0.76
2020-10-13 08:00:00,19.73,61.98,2.1
2020-10-13 08:30:00,32.42,66.71,4.39
2020-10-13 09:00:00,27.01,47.6,8.51
2020-10-13 09:30:00,18.93,29.94,13.45
2020-10-13 10:00:00,16.26,24.86,17.63
2020-10-13 10:30:00,16.74,23.07,23.62
2020-10-13 11:00:00,16.35,22.94,33.63
2020-10-13 11:30:00,15.17,20.3,42.34
2020-10-13 12:00:00,13.09,18.17,47.48
2020-10-13 12:30:00,15.16,20.7,51.72
2020-10-13 13:00:00,15.77,22.01,50.65
2020-10-13 13:30:00,15.34,20.64,49.33
2020-10-13 14:00:00,17.04,23.08,46.3
2020-10-13 14:30:00,17.63,18.23,50.22
2020-10-13 15:00:00,14.38,17.05,54.26
2020-10-13 15:30:00,14.18,16.97,53.43
2020-10-13 16:00:00,9.21,10.22,56.8
2020-10-13 16:30:00,10.07,11.02,58.16
2020-10-13 17:00:00,11.09,11.77,52.69
2020-10-13 17:30:00,16.78,21.19,39.18
2020-10-13 18:00:00,15.38,21.84,26.86
2020-10-13 18:30:00,19.02,17.43,32.9
2020-10-13 19:00:00,19.14,20.62,30.29
2020-10-13 19:30:00,12.97,15.11,33.59
2020-10-13 20:00:00,12.02,14.75,30.76
2020-10-13 20:30:00,20.53,21.49,24.66
2020-10-13 21:00:00,11.79,14.09,36.92
2020-10-13 21:30:00,7.3,7.65,45.38
2020-10-13 22:00:00,11.08,12.2,42.23
2020-10-13 22:30:00,18.67,20.37,32.59
2020-10-13 23:00:00,10.25,11.54,36.11
2020-10-13 23:30:00,6.62,6.52,43.59
2020-10-14 00:00:00,9.34,9.84,43.04
2020-10-14 00:30:00,3.76,3.41,49.28
2020-10-14 01:00:00,4.6,4.27,49.26
2020-10-14 01:30:00,6.16,6.22,48.1
2020-10-14 02:00:00,3.32,2.91,52.51
2020-10-14 02:30:00,2.46,1.57,53.04
2020-10-14 03:00:00,2.2,1.98,
2020-10-14 03:30:00,2.4,2.05,47.59
2020-10-14 04:00:00,2.47,2.3,46.76
2020-10-14 04:30:00,4.21,4.4,42.55
2020-10-14 05:00:00,4.8,5.4,43.1
2020-10-14 05:30:00,7.4,9.08,40.9
2020-10-14 06:30:00,9.49,10.88,40.66
2020-10-14 07:00:00,12.18,13.82,39.44
2020-10-14 07:30:00,10.72,12.77,40.5
2020-10-14 08:00:00,7.75,8.81,42.92
2020-10-14 08:30:00,10.13,14.18,37.85
2020-10-14 09:00:00,10.13,14.58,42.49
2020-10-14 09:30:00,7.74,10.23,43.77
2020-10-14 10:00:00,12.39,18.1,39.54
2020-10-14 10:30:00,9.41,12.59,42.71
2020-10-14 11:00:00,7.81,11.03,44.3
2020-10-14 11:30:00,6.78,12.06,48.08
2020-10-14 12:00:00,6.05,9.8,49.77
2020-10-14 12:30:00,7.84,13.68,48.3
2020-10-14 13:00:00,6.23,9.1,49.99
2020-10-14 13:30:00,6.42,9.36,49.99
2020-10-14 14:00:00,11.33,23.08,46.25
2020-10-14 14:30:00,6.17,8.92,53.0
2020-10-14 15:00:00,6.52,8.43,50.62
2020-10-14 15:30:00,7.42,9.3,51.31
2020-10-14 16:00:00,6.33,8.01,54.38
2020-10-14 16:30:00,6.89,7.91,53.53
2020-10-14 17:00:00,7.47,8.25,51.78
2020-10-14 17:30:00,6.8,7.53,51.58
2020-10-14 18:00:00,9.37,11.14,47.31
2020-10-14 18:30:00,7.06,8.0,49.85
2020-10-14 19:00:00,4.98,5.35,53.87
2020-10-14 19:30:00,5.96,6.59,55.76
2020-10-14 20:00:00,5.01,4.87,55.93
2020-10-14 20:30:00,7.64,8.23,49.71
2020-10-14 21:00:00,7.01,7.29,48.71
2020-10-14 21:30:00,5.6,5.56,51.35
2020-10-14 22:00:00,2.89,2.54,54.36
2020-10-14 22:30:00,2.28,1.85,55.7
2020-10-14 23:00:00,2.33,2.29,55.13
2020-10-14 23:30:00,2.18,1.96,54.42
2020-10-15 00:00:00,2.2,2.1,49.73
2020-10-15 00:30:00,1.64,1.71,50.93
2020-10-15 01:00:00,2.03,1.48,
2020-10-15 01:30:00,1.85,1.77,52.09
2020-10-15 02:00:00,1.93,1.54,51.94
2020-10-15 02:30:00,2.01,1.85,51.29
2020-10-15 03:00:00,11.9,12.93,37.43
2020-10-15 03:30:00,4.93,4.79,54.32
2020-10-15 04:30:00,3.5,3.28,47.96
2020-10-15 05:00:00,4.6,4.42,48.12
2020-10-15 05:30:00,8.27,10.37,47.15
2020-10-15 06:00:00,9.41,10.42,47.25
2020-10-15 06:30:00,16.46,23.78,44.79
2020-10-15 07:00:00,13.48,15.73,48.08
2020-10-15 07:30:00,10.5,12.6,51.21
2020-10-15 08:00:00,8.95,11.36,51.48
2020-10-15 08:30:00,6.76,8.45,51.74
2020-10-15 09:00:00,7.19,10.31,51.07
2020-10-15 09:30:00,6.96,9.48,52.09
2020-10-15 10:00:00,8.63,15.54,56.98
2020-10-15 10:30:00,7.76,10.8,57.61
2020-10-15 11:00:00,7.23,10.34,56.9
2020-10-15 11:30:00,5.15,7.27,59.2
2020-10-15 12:00:00,6.82,10.78,59.16
2020-10-15 12:30:00,6.16,8.7,59.51
2020-10-15 13:00:00,5.86,10.25,58.53
2020-10-15 13:30:00,7.47,11.58,59.26
2020-10-15 14:00:00,8.13,13.13,57.61
2020-10-15 14:30:00,8.72,13.15,57.15
2020-10-15 15:00:00,6.84,8.45,57.51
2020-10-15 15:30:00,7.22,8.51,55.95
2020-10-15 16:00:00,9.94,12.27,51.34
2020-10-15 16:30:00,9.93,11.33,48.49
2020-10-15 17:00:00,11.84,13.26,43.79
2020-10-15 17:30:00,12.0,12.92,42.05
2020-10-15 18:00:00,10.47,11.54,41.42
2020-10-15 18:30:00,10.4,11.12,40.75
2020-10-15 19:00:00,11.62,12.06,37.68
2020-10-15 19:30:00,8.66,8.89,40.07
2020-10-15 20:00:00,12.02,13.8,34.69
2020-10-15 20:30:00,11.14,12.04,39.57
2020-10-15 21:00:00,11.14,11.73,40.75
2020-10-15 21:30:00,11.17,12.32,30.68
2020-10-15 22:00:00,23.41,24.42,11.15
2020-10-15 22:30:00,21.26,22.12,13.51
2020-10-15 23:00:00,19.72,20.4,20.15
2020-10-15 23:30:00,18.76,19.01,4.3
2020-10-16 00:00:00,16.12,16.53,8.53
2020-10-16 00:30:00,14.99,15.36,6.66
2020-10-16 01:00:00,15.58,17.51,7.15
2020-10-16 01:30:00,13.9,15.37,9.79
2020-10-16 02:30:00,11.6,12.41,11.66
2020-10-16 03:00:00,11.9,12.93,13.0
2020-10-16 03:30:00,8.46,8.54,15.07
2020-10-16 04:00:00,8.39,8.62,15.21
2020-10-16 04:30:00,11.77,12.63,9.4
2020-10-16 05:30:00,18.54,22.32,1.49
2020-10-16 06:00:00,22.46,31.0,1.43
2020-10-16 06:30:00,25.22,34.32,1.47
2020-10-16 07:00:00,32.72,42.67,1.94
2020-10-16 07:30:00,20.22,65.07,2.57
2020-10-17 00:00:00,,,
2020-10-18 00:00:00,,,
2020-10-19 00:00:00,,,
2020-10-19 08:30:00,13.92,19.15,45.93
2020-10-19 09:00:00,9.03,12.16,51.81
2020-10-19 09:30:00,9.24,11.95,53.6
2020-10-19 10:00:00,6.58,8.26,57.38
2020-10-19 10:30:00,7.03,9.1,59.15
2020-10-19 11:00:00,8.98,10.59,61.97
2020-10-19 11:30:00,6.68,9.19,65.0
2020-10-19 12:00:00,4.78,6.27,67.7
2020-10-19 12:30:00,4.83,5.05,69.15
2020-10-19 13:00:00,7.24,8.85,68.54
2020-10-19 13:30:00,5.22,6.75,69.07
2020-10-19 14:00:00,4.4,5.26,70.65
2020-10-19 14:30:00,5.19,5.98,69.72
2020-10-19 15:00:00,7.19,7.95,66.93
2020-10-19 15:30:00,8.41,8.95,64.41
2020-10-19 16:00:00,14.25,16.46,56.53
2020-10-19 16:30:00,16.71,20.78,46.0
2020-10-19 17:00:00,16.25,19.7,31.89
2020-10-19 17:30:00,16.78,21.19,33.31
2020-10-19 18:00:00,15.38,21.84,37.03
2020-10-19 18:30:00,14.17,17.43,44.25
2020-10-19 19:00:00,13.09,15.96,46.56
2020-10-19 19:30:00,12.97,13.97,44.9
2020-10-19 20:00:00,8.85,8.53,49.09
2020-10-19 20:30:00,7.21,7.59,49.27
2020-10-19 21:00:00,7.65,7.98,47.1
2020-10-19 21:30:00,8.51,8.66,45.63
2020-10-19 22:00:00,8.01,8.07,46.1
2020-10-19 22:30:00,5.01,4.98,51.4
2020-10-19 23:00:00,4.56,4.18,51.91
2020-10-19 23:30:00,4.29,3.72,49.78
2020-10-20 00:00:00,4.12,3.7,48.82
2020-10-20 00:30:00,3.95,3.41,50.45
2020-10-20 01:00:00,3.99,3.62,
2020-10-20 01:30:00,3.52,3.35,52.77
2020-10-20 02:00:00,3.62,3.22,53.38
2020-10-20 02:30:00,3.09,2.76,52.79
2020-10-20 03:00:00,3.43,3.24,52.24
2020-10-20 03:30:00,3.66,3.3,49.76
2020-10-20 04:30:00,6.69,6.9,41.44
2020-10-20 05:00:00,12.2,13.24,36.46
2020-10-20 05:30:00,13.51,14.98,36.38
2020-10-20 06:00:00,14.92,18.51,32.54
2020-10-20 06:30:00,17.4,21.64,27.79
2020-10-20 07:00:00,17.41,20.82,27.76
2020-10-20 07:30:00,15.99,19.23,27.44
2020-10-20 08:00:00,15.97,19.94,26.46
2020-10-20 08:30:00,14.33,18.01,28.82
2020-10-20 09:00:00,13.94,18.58,27.76
2020-10-20 09:30:00,13.46,18.62,30.83
2020-10-20 10:00:00,12.5,16.2,36.85
2020-10-20 10:30:00,12.17,15.85,40.86
2020-10-20 11:00:00,12.5,15.18,42.85
2020-10-20 11:30:00,13.78,18.41,40.75
2020-10-20 12:00:00,13.09,16.8,45.73
2020-10-20 12:30:00,11.96,15.97,47.79
2020-10-20 13:00:00,12.1,15.53,47.58
2020-10-20 13:30:00,12.17,15.96,52.32
2020-10-20 14:00:00,12.19,16.21,54.76
2020-10-20 14:30:00,12.24,14.47,53.34
2020-10-20 15:00:00,13.94,16.71,50.43
2020-10-20 15:30:00,12.4,14.19,50.35
2020-10-20 16:00:00,12.09,13.65,50.53
2020-10-20 16:30:00,11.96,13.44,48.6
2020-10-20 17:00:00,10.95,11.8,48.68
2020-10-20 17:30:00,10.88,11.28,46.65
2020-10-20 18:00:00,11.82,12.03,44.23
2020-10-20 18:30:00,12.73,12.96,41.28
2020-10-20 19:00:00,10.96,11.57,40.16
2020-10-20 19:30:00,12.42,12.94,35.81
2020-10-20 20:00:00,12.02,14.32,31.52
2020-10-20 20:30:00,11.91,13.34,29.25
2020-10-20 21:00:00,11.88,14.09,26.55
2020-10-20 21:30:00,11.17,12.32,24.72
2020-10-20 22:00:00,11.15,12.2,22.58
2020-10-20 22:30:00,10.45,11.83,21.36
2020-10-20 23:00:00,10.25,11.54,20.65
2020-10-20 23:30:00,10.28,11.33,20.61
2020-10-21 00:00:00,9.34,9.84,20.73
2020-10-21 00:30:00,8.37,9.35,20.18
2020-10-21 01:00:00,7.71,7.77,20.29
2020-10-21 01:30:00,7.5,7.79,19.57
2020-10-21 02:00:00,7.83,8.16,
2020-10-21 02:30:00,7.13,7.54,24.86
2020-10-21 03:00:00,7.16,7.54,26.83
2020-10-21 03:30:00,8.09,8.09,28.34
2020-10-21 04:00:00,8.39,8.49,29.64
2020-10-21 04:30:00,10.11,10.69,30.21
2020-10-21 05:30:00,15.51,17.44,27.64
2020-10-21 06:00:00,17.11,22.54,23.23
2020-10-21 06:30:00,19.95,29.62,19.15
2020-10-21 07:00:00,19.58,28.37,16.65
2020-10-21 07:30:00,20.22,33.53,15.53
2020-10-21 10:00:00,13.49,21.19,28.54
2020-10-21 10:30:00,,,30.06
2020-10-21 11:00:00,,,29.39
2020-10-21 11:30:00,,,30.63
2020-10-21 12:00:00,13.09,17.89,29.6
2020-10-21 12:30:00,11.96,20.7,29.23
2020-10-21 13:00:00,15.77,22.01,24.35
2020-10-21 13:30:00,15.34,20.64,18.54
2020-10-21 14:00:00,17.04,23.08,16.38
2020-10-21 14:30:00,17.63,23.43,15.35
2020-10-21 15:00:00,14.38,23.17,14.47
2020-10-21 15:30:00,18.33,23.28,12.34
2020-10-21 16:00:00,14.25,16.46,16.3
2020-10-21 16:30:00,15.05,16.47,18.01
2020-10-21 17:00:00,13.06,14.91,19.37
2020-10-21 17:30:00,13.13,14.78,21.26
2020-10-21 18:00:00,13.53,14.97,22.95
2020-10-21 18:30:00,14.17,17.43,21.44
2020-10-21 19:00:00,13.09,16.02,20.63
2020-10-21 19:30:00,12.97,14.79,21.18
2020-10-21 20:00:00,12.02,13.89,24.96
2020-10-21 20:30:00,11.48,11.87,28.23
2020-10-21 21:00:00,11.88,13.18,28.05
2020-10-21 21:30:00,11.17,11.92,29.03
2020-10-21 22:00:00,9.76,10.09,30.92
2020-10-21 22:30:00,8.93,9.48,33.03
2020-10-21 23:00:00,8.88,8.65,34.35
2020-10-21 23:30:00,9.01,8.77,34.05
2020-10-22 00:00:00,9.34,9.03,32.74
2020-10-22 00:30:00,8.37,9.35,28.19
2020-10-22 01:00:00,7.71,7.77,
2020-10-22 01:30:00,6.89,6.47,28.01
2020-10-22 02:00:00,7.41,6.79,26.32
2020-10-22 02:30:00,7.13,7.29,27.4
2020-10-22 03:00:00,7.16,7.13,26.48
2020-10-22 03:30:00,8.46,8.54,21.81
2020-10-22 04:30:00,8.36,8.5,20.81
2020-10-22 05:00:00,7.45,8.75,24.76
2020-10-22 05:30:00,8.75,9.78,23.86
2020-10-22 06:00:00,10.71,14.11,21.77
2020-10-22 06:30:00,15.1,21.93,18.96
2020-10-22 07:00:00,15.91,20.42,26.36
2020-10-22 07:30:00,13.84,17.25,39.25
2020-10-22 08:00:00,12.69,15.57,44.7
2020-10-22 08:30:00,8.65,10.3,52.52
2020-10-22 09:00:00,11.03,13.26,50.73
2020-10-22 09:30:00,11.74,14.5,46.75
2020-10-22 10:00:00,10.78,13.49,45.73
2020-10-22 10:30:00,12.4,16.25,42.99
2020-10-22 11:00:00,10.59,13.04,44.8
2020-10-22 11:30:00,8.04,9.91,52.97
2020-10-22 12:00:00,6.67,8.18,59.52
2020-10-22 12:30:00,7.05,9.29,62.71
2020-10-22 13:00:00,7.87,9.29,62.99
2020-10-22 13:30:00,8.83,10.53,62.0
2020-10-22 14:00:00,8.06,10.24,59.07
2020-10-22 14:30:00,6.76,8.25,59.07
2020-10-22 15:00:00,6.84,7.85,58.11
2020-10-22 15:30:00,8.75,10.67,52.64
2020-10-22 16:00:00,7.06,8.57,56.36
2020-10-22 16:30:00,6.87,8.03,57.04
2020-10-22 17:00:00,7.91,8.74,54.27
2020-10-22 17:30:00,6.09,6.56,57.34
2020-10-22 18:00:00,4.68,4.95,58.64
2020-10-22 18:30:00,4.75,4.97,61.77
2020-10-22 19:00:00,5.75,5.85,59.8
2020-10-22 19:30:00,5.71,5.89,57.36
2020-10-22 20:00:00,4.62,4.38,58.01
2020-10-22 20:30:00,4.16,4.16,56.81
2020-10-22 21:00:00,4.07,4.08,55.9
2020-10-22 21:30:00,3.13,3.22,56.46
2020-10-22 22:00:00,3.11,2.57,54.92
2020-10-22 22:30:00,2.36,2.15,53.94
2020-10-22 23:00:00,2.48,2.05,53.31
2020-10-22 23:30:00,2.0,1.35,54.66
2020-10-23 00:00:00,1.96,1.29,55.12
2020-10-23 00:30:00,2.02,1.76,56.99
2020-10-23 01:00:00,2.02,1.72,60.67
2020-10-23 01:30:00,1.98,1.63,62.85
2020-10-23 02:00:00,1.16,0.57,
2020-10-23 02:30:00,1.58,0.9,66.43
2020-10-23 03:00:00,0.87,0.51,67.16
2020-10-23 03:30:00,1.06,0.68,64.75
2020-10-23 04:00:00,2.02,1.69,69.59
2020-10-23 04:30:00,2.3,1.77,69.21
2020-10-23 05:30:00,3.86,4.04,67.23
2020-10-23 06:00:00,5.77,5.93,67.21
2020-10-23 06:30:00,8.39,8.91,66.15
2020-10-23 07:00:00,8.1,8.41,64.96
2020-10-23 07:30:00,7.43,7.4,64.78
2020-10-23 08:00:00,7.09,7.78,67.12
2020-10-23 08:30:00,5.88,6.11,68.46
2020-10-23 09:00:00,7.79,9.61,65.59
2020-10-23 09:30:00,8.71,10.5,63.46
2020-10-23 10:00:00,6.47,7.46,67.05
2020-10-23 10:30:00,5.82,7.62,67.87
2020-10-23 11:00:00,4.5,5.82,70.86
2020-10-23 11:30:00,3.89,5.22,72.69
2020-10-23 12:00:00,3.82,5.55,75.33
2020-10-23 12:30:00,3.49,4.37,75.31
2020-10-23 13:00:00,4.68,5.57,74.09
2020-10-23 13:30:00,6.89,8.3,72.06
2020-10-23 14:00:00,7.74,9.2,68.07
2020-10-23 14:30:00,9.53,11.4,63.21
2020-10-23 15:00:00,10.07,11.76,61.95
2020-10-23 15:30:00,12.26,14.15,56.44
2020-10-23 16:00:00,9.76,10.02,57.6
2020-10-23 16:30:00,12.97,13.84,49.73
2020-10-23 17:00:00,13.47,14.18,45.34
2020-10-23 17:30:00,16.78,21.19,33.57
2020-10-23 18:00:00,15.38,21.84,31.89
2020-10-23 18:30:00,14.17,15.11,36.38
2020-10-23 19:00:00,8.63,9.05,43.19
2020-10-23 19:30:00,7.12,7.82,47.32
2020-10-23 20:00:00,7.12,7.48,49.55
2020-10-23 20:30:00,5.51,5.49,53.17
2020-10-23 21:00:00,4.27,4.15,56.04
2020-10-23 21:30:00,4.52,3.99,53.72
2020-10-23 22:00:00,5.48,4.99,51.99
2020-10-23 22:30:00,5.57,5.37,49.86
2020-10-23 23:00:00,4.98,4.43,48.82
2020-10-23 23:30:00,4.33,3.91,54.43
2020-10-24 00:00:00,2.07,1.54,68.11
2020-10-24 00:30:00,2.49,2.26,66.42
2020-10-24 01:00:00,2.74,2.43,63.47
2020-10-24 01:30:00,2.37,1.63,61.32
2020-10-24 02:00:00,2.03,0.94,64.84
2020-10-24 02:30:00,1.74,0.98,61.93
2020-10-24 03:00:00,2.76,2.03,
2020-10-24 03:30:00,2.68,2.33,50.69
2020-10-24 04:00:00,2.64,2.65,53.94
2020-10-24 04:30:00,2.47,1.64,53.35
2020-10-24 05:00:00,2.85,2.12,51.16
2020-10-24 05:30:00,4.45,4.39,50.87
2020-10-24 06:30:00,5.48,5.25,54.8
2020-10-24 07:00:00,5.31,5.15,53.7
2020-10-24 07:30:00,7.07,7.65,48.25
2020-10-24 08:00:00,8.73,9.83,47.48
2020-10-24 08:30:00,9.43,11.23,47.27
2020-10-24 09:00:00,7.98,9.87,47.82
2020-10-24 09:30:00,8.17,10.65,45.44
2020-10-24 10:00:00,7.23,9.33,50.43
2020-10-24 10:30:00,8.46,10.21,52.23
2020-10-24 11:00:00,8.64,11.1,50.38
2020-10-24 11:30:00,8.05,9.82,49.57
2020-10-24 12:00:00,7.57,9.55,51.83
2020-10-24 12:30:00,5.54,7.13,55.63
2020-10-24 13:00:00,6.32,7.51,58.11
2020-10-24 13:30:00,5.13,6.26,59.33
2020-10-24 14:00:00,5.8,6.15,59.96
2020-10-24 14:30:00,5.51,6.3,57.58
2020-10-24 15:00:00,5.49,5.97,56.18
2020-10-24 15:30:00,5.88,6.28,57.19
2020-10-24 16:00:00,9.84,10.66,49.45
2020-10-24 16:30:00,8.77,9.13,50.0
2020-10-24 17:00:00,8.17,8.53,49.2
2020-10-24 17:30:00,6.24,6.23,49.1
2020-10-24 18:00:00,5.78,5.73,49.51
2020-10-24 18:30:00,4.65,4.83,53.39
2020-10-24 19:00:00,5.19,5.21,53.07
2020-10-24 19:30:00,5.36,5.44,51.6
2020-10-24 20:00:00,5.53,5.48,51.6
2020-10-24 20:30:00,6.24,5.63,49.61
2020-10-24 21:00:00,6.39,6.47,50.81
2020-10-24 21:30:00,5.93,6.12,49.28
2020-10-24 22:00:00,6.14,5.59,48.49
2020-10-24 22:30:00,6.35,6.14,47.37
2020-10-24 23:00:00,5.55,5.24,47.88
2020-10-24 23:30:00,5.22,4.59,47.01
2020-10-25 00:00:00,5.01,4.47,46.7
2020-10-25 00:30:00,5.16,4.74,45.02
2020-10-25 01:00:00,5.03,4.54,
2020-10-25 01:30:00,4.76,4.64,42.33
2020-10-25 02:00:00,4.6,4.25,42.37
2020-10-25 02:30:00,4.38,3.81,42.74
2020-10-25 03:00:00,4.2,3.62,43.67
2020-10-25 03:30:00,4.49,3.83,43.21
2020-10-25 04:30:00,3.84,3.38,43.31
2020-10-25 05:00:00,3.66,3.25,44.37
2020-10-25 05:30:00,3.66,3.11,44.33
2020-10-25 06:00:00,3.45,2.9,45.57
2020-10-25 06:30:00,3.32,3.17,46.38
2020-10-25 07:00:00,3.03,2.38,47.84
2020-10-25 07:30:00,3.11,2.57,48.78
2020-10-25 08:00:00,3.05,2.57,48.35
2020-10-25 08:30:00,3.72,3.6,46.89
2020-10-25 09:00:00,3.79,4.02,45.89
2020-10-25 09:30:00,4.73,4.99,43.59
2020-10-25 10:00:00,5.05,5.34,57.44
2020-10-25 10:30:00,5.55,5.84,61.89
2020-10-25 11:00:00,4.52,4.76,61.48
2020-10-25 11:30:00,5.15,5.08,63.88
2020-10-25 12:00:00,8.09,8.34,59.16
2020-10-25 12:30:00,6.14,6.54,65.22
2020-10-25 13:00:00,5.09,5.45,72.84
2020-10-25 13:30:00,4.73,4.39,73.67
2020-10-25 14:00:00,5.57,5.85,71.8
2020-10-25 14:30:00,6.47,6.63,69.0
2020-10-25 15:00:00,7.22,7.26,67.78
2020-10-25 15:30:00,7.45,7.66,70.38
2020-10-25 16:00:00,11.53,11.67,58.65
2020-10-25 16:30:00,9.13,9.29,63.45
2020-10-25 17:00:00,11.22,11.38,56.93
2020-10-25 17:30:00,9.21,9.04,61.7
2020-10-25 18:00:00,11.62,12.08,60.22
2020-10-25 18:30:00,10.16,10.01,55.04
2020-10-25 19:00:00,7.04,7.1,51.97
2020-10-25 19:30:00,7.38,7.77,48.47
2020-10-25 20:00:00,10.22,10.81,43.29
2020-10-25 20:30:00,10.7,10.48,42.7
2020-10-25 21:00:00,7.17,7.47,45.6
2020-10-25 21:30:00,7.42,7.21,43.14
2020-10-25 22:00:00,7.84,7.89,41.21
2020-10-25 22:30:00,6.16,5.61,43.27
2020-10-25 23:00:00,4.76,4.54,43.81
2020-10-25 23:30:00,4.32,3.92,42.74
2020-10-26 00:00:00,4.16,3.84,42.15
2020-10-26 00:30:00,4.08,3.84,40.46
2020-10-26 01:00:00,2.42,1.35,55.95
2020-10-26 01:30:00,2.13,1.62,56.07
2020-10-26 02:00:00,2.44,1.88,
2020-10-26 02:30:00,2.47,1.96,51.76
2020-10-26 03:00:00,2.47,2.19,50.83
2020-10-26 03:30:00,2.17,1.78,51.5
2020-10-26 04:00:00,2.91,2.2,45.66
2020-10-26 04:30:00,3.93,3.48,40.52
2020-10-26 05:30:00,7.45,7.31,37.96
2020-10-26 06:00:00,8.89,9.27,36.35
2020-10-26 06:30:00,19.07,22.43,26.44
2020-10-26 07:00:00,14.14,17.29,30.87
2020-10-26 07:30:00,20.22,33.53,19.22
2020-10-26 08:00:00,19.73,30.73,13.81
2020-10-26 08:30:00,18.0,26.28,24.1
2020-10-26 09:00:00,11.29,13.93,31.74
2020-10-26 09:30:00,12.82,19.11,29.67
2020-10-26 10:00:00,13.63,18.72,30.97
2020-10-26 10:30:00,13.71,19.68,31.47
2020-10-26 11:00:00,11.89,16.92,32.47
2020-10-26 11:30:00,11.68,16.53,33.1
2020-10-26 12:00:00,9.65,12.74,37.57
2020-10-26 12:30:00,9.9,12.6,38.61
2020-10-26 13:00:00,10.68,14.22,39.34
2020-10-26 13:30:00,11.06,13.95,39.79
2020-10-26 14:00:00,13.38,17.73,35.44
2020-10-26 14:30:00,13.68,18.23,35.28
2020-10-26 15:00:00,14.38,17.05,34.2
2020-10-26 15:30:00,14.18,16.97,32.23
2020-10-26 16:00:00,14.25,16.46,29.34
2020-10-26 16:30:00,15.05,16.47,29.5
2020-10-26 17:00:00,13.38,15.0,32.75
2020-10-26 17:30:00,12.6,14.07,33.38
2020-10-26 18:00:00,12.45,13.36,32.0
2020-10-26 18:30:00,12.79,13.78,30.9
2020-10-26 19:00:00,13.09,14.99,29.36
2020-10-26 19:30:00,12.97,14.84,28.28
2020-10-26 20:00:00,11.89,12.24,31.39
2020-10-26 20:30:00,10.54,11.0,32.53
2020-10-26 21:00:00,11.88,12.51,30.05
2020-10-26 21:30:00,9.85,10.24,33.0
2020-10-26 22:00:00,8.21,8.04,35.8
2020-10-26 22:30:00,7.57,7.06,38.34
2020-10-26 23:00:00,8.32,7.34,38.79
2020-10-26 23:30:00,6.9,6.46,39.4
2020-10-27 00:00:00,6.29,5.84,40.32
